DayOfYear,Hour,foF2,Longitude,Latitude,F10.7,Station
92,12,6.975,315.0,-22.7,70.8,CP
92,13,8.275,315.0,-22.7,70.8,CP
93,23,2.45,315.0,-22.7,70.6,CP
93,0,2.1,315.0,-22.7,70.6,CP
93,1,2.55,315.0,-22.7,70.6,CP
93,11,7.775,315.0,-22.7,70.6,CP
93,12,8.575,315.0,-22.7,70.6,CP
93,13,9.675,315.0,-22.7,70.6,CP
94,23,2.75,315.0,-22.7,70.3,CP
94,0,2.75,315.0,-22.7,70.3,CP
94,1,2.35,315.0,-22.7,70.3,CP
94,11,9.125,315.0,-22.7,70.3,CP
94,12,10.5,315.0,-22.7,70.3,CP
94,13,11.125,315.0,-22.7,70.3,CP
95,23,2.35,315.0,-22.7,71.8,CP
95,0,2.6,315.0,-22.7,71.8,CP
95,1,2.65,315.0,-22.7,71.8,CP
95,11,9.775,315.0,-22.7,71.8,CP
95,12,10.425,315.0,-22.7,71.8,CP
95,13,11.375,315.0,-22.7,71.8,CP
96,23,2.65,315.0,-22.7,73.7,CP
96,0,2.85,315.0,-22.7,73.7,CP
96,1,2.65,315.0,-22.7,73.7,CP
96,11,9.475,315.0,-22.7,73.7,CP
96,12,9.775,315.0,-22.7,73.7,CP
96,13,9.0,315.0,-22.7,73.7,CP
97,23,2.25,315.0,-22.7,76.6,CP
97,0,2.4,315.0,-22.7,76.6,CP
97,1,2.45,315.0,-22.7,76.6,CP
97,11,8.125,315.0,-22.7,76.6,CP
97,12,6.025,315.0,-22.7,76.6,CP
97,13,7.075,315.0,-22.7,76.6,CP
98,23,2.45,315.0,-22.7,78.8,CP
98,0,2.8,315.0,-22.7,78.8,CP
98,1,2.85,315.0,-22.7,78.8,CP
98,11,7.225,315.0,-22.7,78.8,CP
98,12,6.5,315.0,-22.7,78.8,CP
98,13,7.175,315.0,-22.7,78.8,CP
99,23,2.4,315.0,-22.7,79.3,CP
99,0,2.55,315.0,-22.7,79.3,CP
99,1,2.25,315.0,-22.7,79.3,CP
99,11,7.975,315.0,-22.7,79.3,CP
99,12,6.825,315.0,-22.7,79.3,CP
99,13,6.225,315.0,-22.7,79.3,CP
100,23,2.45,315.0,-22.7,78.4,CP
100,0,2.55,315.0,-22.7,78.4,CP
100,1,1.95,315.0,-22.7,78.4,CP
100,11,10.15,315.0,-22.7,78.4,CP
100,12,9.125,315.0,-22.7,78.4,CP
100,13,8.425,315.0,-22.7,78.4,CP
101,23,2.1,315.0,-22.7,78.9,CP
101,0,2.25,315.0,-22.7,78.9,CP
101,1,2.85,315.0,-22.7,78.9,CP
101,11,9.4,315.0,-22.7,78.9,CP
101,12,9.1,315.0,-22.7,78.9,CP
101,13,7.8,315.0,-22.7,78.9,CP
102,23,2.05,315.0,-22.7,77.7,CP
102,0,2.25,315.0,-22.7,77.7,CP
102,1,2.85,315.0,-22.7,77.7,CP
102,11,8.825,315.0,-22.7,77.7,CP
102,12,7.775,315.0,-22.7,77.7,CP
