DayOfYear,Hour,foF2,Longitude,Latitude,F10.7,Station,foF2_C,foF2_U
125,12,4.450,273.000,30.500,74.700,ElginAB,3.638,3.821
125,13,5.175,273.000,30.500,74.700,ElginAB,4.176,4.318
125,14,5.600,273.000,30.500,74.700,ElginAB,4.337,4.386
125,15,5.075,273.000,30.500,74.700,ElginAB,4.369,4.422
125,16,5.350,273.000,30.500,74.700,ElginAB,4.590,4.683
125,17,4.325,273.000,30.500,74.700,ElginAB,5.026,5.036
125,18,5.500,273.000,30.500,74.700,ElginAB,5.448,5.297
125,19,5.450,273.000,30.500,74.700,ElginAB,5.660,5.459
125,20,5.563,273.000,30.500,74.700,ElginAB,5.698,5.567
125,21,5.800,273.000,30.500,74.700,ElginAB,5.748,5.644
125,22,5.875,273.000,30.500,74.700,ElginAB,5.900,5.755
125,23,6.338,273.000,30.500,74.700,ElginAB,5.993,5.898
128,0,7.150,273.000,30.500,76.800,ElginAB,5.831,5.915
128,1,6.750,273.000,30.500,76.800,ElginAB,5.195,5.454
128,2,5.475,273.000,30.500,76.800,ElginAB,4.352,4.686
128,3,4.600,273.000,30.500,76.800,ElginAB,3.572,3.911
128,4,3.525,273.000,30.500,76.800,ElginAB,2.979,3.317
128,5,3.575,273.000,30.500,76.800,ElginAB,2.583,2.925
128,6,3.600,273.000,30.500,76.800,ElginAB,2.376,2.705
128,7,3.625,273.000,30.500,76.800,ElginAB,2.298,2.562
128,8,3.675,273.000,30.500,76.800,ElginAB,2.239,2.356
128,9,3.425,273.000,30.500,76.800,ElginAB,2.200,2.155
128,10,3.575,273.000,30.500,76.800,ElginAB,2.380,2.306
128,11,3.825,273.000,30.500,76.800,ElginAB,2.935,2.990
128,12,4.475,273.000,30.500,76.800,ElginAB,3.679,3.845
128,13,5.313,273.000,30.500,76.800,ElginAB,4.217,4.338
128,14,5.563,273.000,30.500,76.800,ElginAB,4.378,4.406
128,15,4.450,273.000,30.500,76.800,ElginAB,4.396,4.436
128,16,4.925,273.000,30.500,76.800,ElginAB,4.599,4.681
128,17,4.275,273.000,30.500,76.800,ElginAB,5.032,5.025
128,18,4.375,273.000,30.500,76.800,ElginAB,5.462,5.284
128,19,4.875,273.000,30.500,76.800,ElginAB,5.677,5.442
128,20,5.050,273.000,30.500,76.800,ElginAB,5.713,5.550
128,21,5.200,273.000,30.500,76.800,ElginAB,5.771,5.654
128,22,5.375,273.000,30.500,76.800,ElginAB,5.944,5.807
128,23,5.788,273.000,30.500,76.800,ElginAB,6.056,5.968
132,0,5.713,273.000,30.500,77.600,ElginAB,5.940,5.995
132,1,3.750,273.000,30.500,77.600,ElginAB,5.333,5.540
132,2,4.000,273.000,30.500,77.600,ElginAB,4.510,4.815
132,3,3.200,273.000,30.500,77.600,ElginAB,3.717,4.059
132,4,2.900,273.000,30.500,77.600,ElginAB,3.082,3.418
132,5,3.275,273.000,30.500,77.600,ElginAB,2.640,2.956
132,6,2.375,273.000,30.500,77.600,ElginAB,2.392,2.701
132,7,2.725,273.000,30.500,77.600,ElginAB,2.284,2.557
132,8,2.700,273.000,30.500,77.600,ElginAB,2.224,2.354
132,9,2.900,273.000,30.500,77.600,ElginAB,2.216,2.159
132,10,2.875,273.000,30.500,77.600,ElginAB,2.433,2.328
132,11,3.350,273.000,30.500,77.600,ElginAB,2.996,3.025
132,12,3.750,273.000,30.500,77.600,ElginAB,3.733,3.877
132,13,4.350,273.000,30.500,77.600,ElginAB,4.270,4.364
132,14,5.425,273.000,30.500,77.600,ElginAB,4.433,4.433
132,15,4.775,273.000,30.500,77.600,ElginAB,4.433,4.455
132,16,4.825,273.000,30.500,77.600,ElginAB,4.611,4.680
132,17,4.275,273.000,30.500,77.600,ElginAB,5.040,5.010
132,18,4.900,273.000,30.500,77.600,ElginAB,5.482,5.267
132,19,4.950,273.000,30.500,77.600,ElginAB,5.700,5.419
132,20,5.025,273.000,30.500,77.600,ElginAB,5.732,5.527
132,21,5.350,273.000,30.500,77.600,ElginAB,5.802,5.667
132,22,5.275,273.000,30.500,77.600,ElginAB,6.001,5.876
132,23,5.188,273.000,30.500,77.600,ElginAB,6.139,6.061
137,0,6.313,273.000,30.500,73.800,ElginAB,6.029,6.044
137,1,7.000,273.000,30.500,73.800,ElginAB,5.462,5.605
137,2,6.625,273.000,30.500,73.800,ElginAB,4.668,4.931
137,3,5.075,273.000,30.500,73.800,ElginAB,3.867,4.207
137,4,3.700,273.000,30.500,73.800,ElginAB,3.199,3.537
137,5,3.275,273.000,30.500,73.800,ElginAB,2.717,3.015
137,6,3.200,273.000,30.500,73.800,ElginAB,2.425,2.719
137,7,3.150,273.000,30.500,73.800,ElginAB,2.275,2.563
137,8,3.025,273.000,30.500,73.800,ElginAB,2.198,2.360
137,9,3.075,273.000,30.500,73.800,ElginAB,2.216,2.173
137,10,2.825,273.000,30.500,73.800,ElginAB,2.466,2.353
137,11,3.375,273.000,30.500,73.800,ElginAB,3.038,3.053
137,12,4.688,273.000,30.500,73.800,ElginAB,3.770,3.902
137,13,5.875,273.000,30.500,73.800,ElginAB,4.319,4.398
137,14,6.375,273.000,30.500,73.800,ElginAB,4.500,4.482
137,15,5.588,273.000,30.500,73.800,ElginAB,4.494,4.497
137,16,5.088,273.000,30.500,73.800,ElginAB,4.643,4.693
137,17,5.150,273.000,30.500,73.800,ElginAB,5.052,5.003
137,18,5.500,273.000,30.500,73.800,ElginAB,5.493,5.258
137,19,5.775,273.000,30.500,73.800,ElginAB,5.716,5.406
137,20,5.000,273.000,30.500,73.800,ElginAB,5.752,5.511
137,21,4.963,273.000,30.500,73.800,ElginAB,5.832,5.671
137,22,5.213,273.000,30.500,73.800,ElginAB,6.046,5.917
137,23,5.413,273.000,30.500,73.800,ElginAB,6.201,6.118
138,0,6.213,273.000,30.500,72.200,ElginAB,6.033,6.039
138,1,6.650,273.000,30.500,72.200,ElginAB,5.475,5.605
138,2,5.900,273.000,30.500,72.200,ElginAB,4.687,4.941
138,3,4.625,273.000,30.500,72.200,ElginAB,3.889,4.226
138,4,3.775,273.000,30.500,72.200,ElginAB,3.219,3.559
138,5,3.750,273.000,30.500,72.200,ElginAB,2.734,3.033
138,6,3.800,273.000,30.500,72.200,ElginAB,2.436,2.730
138,7,3.600,273.000,30.500,72.200,ElginAB,2.275,2.568
138,8,3.400,273.000,30.500,72.200,ElginAB,2.192,2.364
138,9,3.375,273.000,30.500,72.200,ElginAB,2.209,2.179
138,10,3.200,273.000,30.500,72.200,ElginAB,2.463,2.358
138,11,3.050,273.000,30.500,72.200,ElginAB,3.036,3.054
138,12,3.713,273.000,30.500,72.200,ElginAB,3.768,3.903
138,13,3.625,273.000,30.500,72.200,ElginAB,4.323,4.405
138,14,4.725,273.000,30.500,72.200,ElginAB,4.513,4.496
138,15,5.250,273.000,30.500,72.200,ElginAB,4.511,4.511
138,16,4.925,273.000,30.500,72.200,ElginAB,4.655,4.701
138,17,4.225,273.000,30.500,72.200,ElginAB,5.055,5.005
138,18,4.650,273.000,30.500,72.200,ElginAB,5.492,5.260
138,19,3.875,273.000,30.500,72.200,ElginAB,5.716,5.409
138,20,5.125,273.000,30.500,72.200,ElginAB,5.755,5.511
138,21,4.763,273.000,30.500,72.200,ElginAB,5.835,5.668
138,22,4.875,273.000,30.500,72.200,ElginAB,6.047,5.912
138,23,5.488,273.000,30.500,72.200,ElginAB,6.201,6.111
139,0,6.713,273.000,30.500,69.600,ElginAB,6.037,6.033
139,1,6.550,273.000,30.500,69.600,ElginAB,5.488,5.605
139,2,5.275,273.000,30.500,69.600,ElginAB,4.707,4.951
139,3,3.675,273.000,30.500,69.600,ElginAB,3.910,4.244
139,4,2.750,273.000,30.500,69.600,ElginAB,3.239,3.580
139,5,2.675,273.000,30.500,69.600,ElginAB,2.752,3.050
139,6,2.875,273.000,30.500,69.600,ElginAB,2.447,2.741
139,7,2.800,273.000,30.500,69.600,ElginAB,2.276,2.573
139,8,2.850,273.000,30.500,69.600,ElginAB,2.185,2.368
139,9,2.950,273.000,30.500,69.600,ElginAB,2.203,2.184
139,10,2.875,273.000,30.500,69.600,ElginAB,2.460,2.362
139,11,3.425,273.000,30.500,69.600,ElginAB,3.034,3.055
139,12,3.913,273.000,30.500,69.600,ElginAB,3.766,3.904
139,13,4.238,273.000,30.500,69.600,ElginAB,4.327,4.413
139,14,3.950,273.000,30.500,69.600,ElginAB,4.526,4.511
139,15,5.100,273.000,30.500,69.600,ElginAB,4.528,4.525
139,16,4.850,273.000,30.500,69.600,ElginAB,4.666,4.708
139,17,4.275,273.000,30.500,69.600,ElginAB,5.058,5.008
139,18,4.675,273.000,30.500,69.600,ElginAB,5.490,5.262
139,19,4.550,273.000,30.500,69.600,ElginAB,5.716,5.411
139,20,4.825,273.000,30.500,69.600,ElginAB,5.758,5.511
139,21,4.625,273.000,30.500,69.600,ElginAB,5.839,5.665
139,22,4.800,273.000,30.500,69.600,ElginAB,6.048,5.907
139,23,5.138,273.000,30.500,69.600,ElginAB,6.201,6.105
141,0,4.525,273.000,30.500,69.700,ElginAB,6.046,6.022
141,1,4.875,273.000,30.500,69.700,ElginAB,5.513,5.605
141,2,4.725,273.000,30.500,69.700,ElginAB,4.746,4.971
141,3,4.025,273.000,30.500,69.700,ElginAB,3.952,4.282
141,4,3.675,273.000,30.500,69.700,ElginAB,3.279,3.623
141,5,3.425,273.000,30.500,69.700,ElginAB,2.786,3.086
141,6,2.975,273.000,30.500,69.700,ElginAB,2.468,2.762
141,7,2.650,273.000,30.500,69.700,ElginAB,2.277,2.583
141,8,2.550,273.000,30.500,69.700,ElginAB,2.171,2.376
141,9,2.325,273.000,30.500,69.700,ElginAB,2.190,2.195
141,10,2.475,273.000,30.500,69.700,ElginAB,2.454,2.371
141,11,2.925,273.000,30.500,69.700,ElginAB,3.030,3.057
141,12,3.775,273.000,30.500,69.700,ElginAB,3.763,3.906
141,13,4.388,273.000,30.500,69.700,ElginAB,4.335,4.427
141,14,5.075,273.000,30.500,69.700,ElginAB,4.552,4.539
141,15,5.138,273.000,30.500,69.700,ElginAB,4.561,4.553
141,16,4.175,273.000,30.500,69.700,ElginAB,4.689,4.723
141,17,4.100,273.000,30.500,69.700,ElginAB,5.063,5.012
141,18,4.800,273.000,30.500,69.700,ElginAB,5.487,5.267
141,19,4.950,273.000,30.500,69.700,ElginAB,5.715,5.416
141,20,4.925,273.000,30.500,69.700,ElginAB,5.764,5.512
141,21,4.600,273.000,30.500,69.700,ElginAB,5.845,5.659
141,22,4.413,273.000,30.500,69.700,ElginAB,6.049,5.896
142,0,5.138,273.000,30.500,69.000,ElginAB,6.050,6.017
142,1,5.875,273.000,30.500,69.000,ElginAB,5.526,5.606
142,2,5.850,273.000,30.500,69.000,ElginAB,4.765,4.981
142,3,4.675,273.000,30.500,69.000,ElginAB,3.973,4.300
142,4,3.125,273.000,30.500,69.000,ElginAB,3.299,3.645
142,5,2.825,273.000,30.500,69.000,ElginAB,2.804,3.103
142,6,2.825,273.000,30.500,69.000,ElginAB,2.479,2.772
142,7,2.825,273.000,30.500,69.000,ElginAB,2.277,2.588
142,8,2.825,273.000,30.500,69.000,ElginAB,2.165,2.380
142,9,2.875,273.000,30.500,69.000,ElginAB,2.184,2.200
142,10,2.525,273.000,30.500,69.000,ElginAB,2.451,2.375
142,11,3.075,273.000,30.500,69.000,ElginAB,3.027,3.058
142,12,4.532,273.000,30.500,69.000,ElginAB,3.761,3.906
142,13,4.500,273.000,30.500,69.000,ElginAB,4.339,4.435
142,14,4.525,273.000,30.500,69.000,ElginAB,4.565,4.554
142,15,4.775,273.000,30.500,69.000,ElginAB,4.578,4.567
142,16,4.775,273.000,30.500,69.000,ElginAB,4.700,4.730
142,17,4.525,273.000,30.500,69.000,ElginAB,5.066,5.015
142,18,4.175,273.000,30.500,69.000,ElginAB,5.486,5.269
142,19,4.600,273.000,30.500,69.000,ElginAB,5.715,5.418
142,20,4.938,273.000,30.500,69.000,ElginAB,5.767,5.512
142,21,5.400,273.000,30.500,69.000,ElginAB,5.849,5.656
142,22,5.413,273.000,30.500,69.000,ElginAB,6.050,5.891
145,0,4.525,273.000,30.500,68.700,ElginAB,6.063,6.000
145,1,5.250,273.000,30.500,68.700,ElginAB,5.565,5.606
145,2,5.400,273.000,30.500,68.700,ElginAB,4.823,5.011
145,3,4.150,273.000,30.500,68.700,ElginAB,4.037,4.357
145,4,3.375,273.000,30.500,68.700,ElginAB,3.359,3.709
145,5,3.100,273.000,30.500,68.700,ElginAB,2.856,3.157
145,6,3.100,273.000,30.500,68.700,ElginAB,2.510,2.804
145,7,2.900,273.000,30.500,68.700,ElginAB,2.278,2.603
145,8,2.725,273.000,30.500,68.700,ElginAB,2.144,2.392
145,9,2.800,273.000,30.500,68.700,ElginAB,2.164,2.216
145,10,2.675,273.000,30.500,68.700,ElginAB,2.442,2.388
145,11,3.050,273.000,30.500,68.700,ElginAB,3.021,3.060
145,12,4.188,273.000,30.500,68.700,ElginAB,3.756,3.909
145,13,4.200,273.000,30.500,68.700,ElginAB,4.351,4.457
145,14,4.550,273.000,30.500,68.700,ElginAB,4.604,4.597
145,15,5.050,273.000,30.500,68.700,ElginAB,4.628,4.609
145,16,4.250,273.000,30.500,68.700,ElginAB,4.734,4.752
145,17,4.575,273.000,30.500,68.700,ElginAB,5.075,5.021
145,18,4.250,273.000,30.500,68.700,ElginAB,5.481,5.275
145,19,4.650,273.000,30.500,68.700,ElginAB,5.714,5.426
145,20,3.925,273.000,30.500,68.700,ElginAB,5.775,5.513
145,21,4.600,273.000,30.500,68.700,ElginAB,5.859,5.647
145,22,4.875,273.000,30.500,68.700,ElginAB,6.053,5.875
151,0,6.250,273.000,30.500,70.600,ElginAB,6.088,5.968
151,1,6.425,273.000,30.500,70.600,ElginAB,5.642,5.607
151,2,3.150,273.000,30.500,70.600,ElginAB,4.940,5.070
151,3,3.275,273.000,30.500,70.600,ElginAB,4.163,4.469
151,4,3.925,273.000,30.500,70.600,ElginAB,3.480,3.839
151,5,3.200,273.000,30.500,70.600,ElginAB,2.960,3.263
151,6,2.900,273.000,30.500,70.600,ElginAB,2.574,2.868
151,7,2.875,273.000,30.500,70.600,ElginAB,2.281,2.633
151,8,2.100,273.000,30.500,70.600,ElginAB,2.104,2.415
151,9,2.125,273.000,30.500,70.600,ElginAB,2.126,2.247
151,10,2.650,273.000,30.500,70.600,ElginAB,2.424,2.414
151,11,3.988,273.000,30.500,70.600,ElginAB,3.008,3.066
151,12,5.275,273.000,30.500,70.600,ElginAB,3.746,3.914
151,13,4.225,273.000,30.500,70.600,ElginAB,4.376,4.502
151,14,4.225,273.000,30.500,70.600,ElginAB,4.682,4.684
151,15,4.288,273.000,30.500,70.600,ElginAB,4.728,4.693
151,16,4.750,273.000,30.500,70.600,ElginAB,4.803,4.795
151,17,4.075,273.000,30.500,70.600,ElginAB,5.092,5.035
151,18,4.750,273.000,30.500,70.600,ElginAB,5.471,5.287
151,19,4.350,273.000,30.500,70.600,ElginAB,5.713,5.441
151,20,4.457,273.000,30.500,70.600,ElginAB,5.793,5.514
151,21,4.775,273.000,30.500,70.600,ElginAB,5.879,5.629
152,0,5.325,273.000,30.500,71.700,ElginAB,6.092,5.962
152,1,6.925,273.000,30.500,71.700,ElginAB,5.655,5.608
152,2,5.750,273.000,30.500,71.700,ElginAB,4.960,5.080
152,3,3.550,273.000,30.500,71.700,ElginAB,4.184,4.488
152,4,2.700,273.000,30.500,71.700,ElginAB,3.500,3.860
152,5,2.775,273.000,30.500,71.700,ElginAB,2.977,3.281
152,6,2.425,273.000,30.500,71.700,ElginAB,2.585,2.878
152,7,2.475,273.000,30.500,71.700,ElginAB,2.281,2.638
152,8,2.575,273.000,30.500,71.700,ElginAB,2.097,2.419
152,9,2.625,273.000,30.500,71.700,ElginAB,2.119,2.253
152,10,2.425,273.000,30.500,71.700,ElginAB,2.421,2.419
152,11,3.500,273.000,30.500,71.700,ElginAB,3.005,3.066
152,12,4.050,273.000,30.500,71.700,ElginAB,3.744,3.915
152,13,4.600,273.000,30.500,71.700,ElginAB,4.380,4.509
152,14,4.650,273.000,30.500,71.700,ElginAB,4.695,4.698
152,15,4.675,273.000,30.500,71.700,ElginAB,4.745,4.707
152,16,4.350,273.000,30.500,71.700,ElginAB,4.814,4.803
152,17,4.875,273.000,30.500,71.700,ElginAB,5.095,5.037
152,18,4.600,273.000,30.500,71.700,ElginAB,5.470,5.289
152,19,3.775,273.000,30.500,71.700,ElginAB,5.713,5.443
152,20,4.600,273.000,30.500,71.700,ElginAB,5.796,5.514
152,21,4.775,273.000,30.500,71.700,ElginAB,5.883,5.626
152,22,5.138,273.000,30.500,71.700,ElginAB,6.059,5.839
157,0,5.225,273.000,30.500,70.900,ElginAB,6.113,5.935
157,1,6.200,273.000,30.500,70.900,ElginAB,5.719,5.609
157,2,5.725,273.000,30.500,70.900,ElginAB,5.057,5.130
157,3,4.200,273.000,30.500,70.900,ElginAB,4.290,4.581
157,4,3.175,273.000,30.500,70.900,ElginAB,3.600,3.968
157,5,2.875,273.000,30.500,70.900,ElginAB,3.064,3.369
157,6,2.850,273.000,30.500,70.900,ElginAB,2.638,2.931
157,7,2.800,273.000,30.500,70.900,ElginAB,2.283,2.663
157,8,2.800,273.000,30.500,70.900,ElginAB,2.063,2.438
157,9,2.875,273.000,30.500,70.900,ElginAB,2.087,2.279
157,10,3.075,273.000,30.500,70.900,ElginAB,2.406,2.440
157,11,3.150,273.000,30.500,70.900,ElginAB,2.995,3.071
157,12,4.763,273.000,30.500,70.900,ElginAB,3.736,3.919
157,13,4.250,273.000,30.500,70.900,ElginAB,4.400,4.546
157,14,3.963,273.000,30.500,70.900,ElginAB,4.760,4.770
157,15,4.875,273.000,30.500,70.900,ElginAB,4.828,4.777
157,16,4.825,273.000,30.500,70.900,ElginAB,4.871,4.839
157,17,4.325,273.000,30.500,70.900,ElginAB,5.109,5.049
157,18,4.250,273.000,30.500,70.900,ElginAB,5.462,5.300
157,19,4.300,273.000,30.500,70.900,ElginAB,5.711,5.455
157,20,4.175,273.000,30.500,70.900,ElginAB,5.810,5.516
157,21,3.875,273.000,30.500,70.900,ElginAB,5.899,5.611
157,22,4.675,273.000,30.500,70.900,ElginAB,6.063,5.813
157,23,5.600,273.000,30.500,70.900,ElginAB,6.195,5.989
161,0,5.525,273.000,30.500,71.000,ElginAB,6.129,5.913
161,1,5.825,273.000,30.500,71.000,ElginAB,5.770,5.610
161,2,5.825,273.000,30.500,71.000,ElginAB,5.135,5.170
161,3,4.675,273.000,30.500,71.000,ElginAB,4.375,4.656
161,4,3.450,273.000,30.500,71.000,ElginAB,3.680,4.054
161,5,3.400,273.000,30.500,71.000,ElginAB,3.134,3.440
161,6,3.375,273.000,30.500,71.000,ElginAB,2.681,2.974
161,7,3.250,273.000,30.500,71.000,ElginAB,2.285,2.683
161,8,2.825,273.000,30.500,71.000,ElginAB,2.036,2.454
161,9,2.675,273.000,30.500,71.000,ElginAB,2.061,2.300
161,10,2.725,273.000,30.500,71.000,ElginAB,2.394,2.458
161,11,2.850,273.000,30.500,71.000,ElginAB,2.986,3.074
161,12,4.325,273.000,30.500,71.000,ElginAB,3.729,3.922
161,13,4.638,273.000,30.500,71.000,ElginAB,4.416,4.576
161,14,4.175,273.000,30.500,71.000,ElginAB,4.812,4.828
161,15,4.400,273.000,30.500,71.000,ElginAB,4.895,4.832
161,16,4.150,273.000,30.500,71.000,ElginAB,4.917,4.868
161,17,4.750,273.000,30.500,71.000,ElginAB,5.120,5.058
161,18,4.250,273.000,30.500,71.000,ElginAB,5.456,5.308
161,19,4.125,273.000,30.500,71.000,ElginAB,5.710,5.465
161,20,4.650,273.000,30.500,71.000,ElginAB,5.822,5.517
161,21,4.500,273.000,30.500,71.000,ElginAB,5.913,5.599
161,22,5.151,273.000,30.500,71.000,ElginAB,6.066,5.792
161,23,5.200,273.000,30.500,71.000,ElginAB,6.193,5.963
162,0,5.788,273.000,30.500,71.900,ElginAB,6.134,5.907
162,1,4.775,273.000,30.500,71.900,ElginAB,5.783,5.610
162,2,6.200,273.000,30.500,71.900,ElginAB,5.155,5.180
162,3,3.300,273.000,30.500,71.900,ElginAB,4.396,4.675
162,4,2.725,273.000,30.500,71.900,ElginAB,3.700,4.075
162,5,2.800,273.000,30.500,71.900,ElginAB,3.151,3.458
162,6,2.675,273.000,30.500,71.900,ElginAB,2.692,2.985
162,7,2.650,273.000,30.500,71.900,ElginAB,2.285,2.688
162,8,2.650,273.000,30.500,71.900,ElginAB,2.030,2.458
162,9,2.650,273.000,30.500,71.900,ElginAB,2.055,2.305
162,10,2.600,273.000,30.500,71.900,ElginAB,2.391,2.462
162,11,3.000,273.000,30.500,71.900,ElginAB,2.984,3.075
162,12,4.088,273.000,30.500,71.900,ElginAB,3.728,3.923
162,13,4.325,273.000,30.500,71.900,ElginAB,4.420,4.583
162,14,4.600,273.000,30.500,71.900,ElginAB,4.825,4.843
162,15,4.175,273.000,30.500,71.900,ElginAB,4.911,4.846
162,16,4.650,273.000,30.500,71.900,ElginAB,4.928,4.875
162,17,4.925,273.000,30.500,71.900,ElginAB,5.123,5.060
162,18,4.200,273.000,30.500,71.900,ElginAB,5.454,5.310
162,19,4.600,273.000,30.500,71.900,ElginAB,5.710,5.468
162,20,4.900,273.000,30.500,71.900,ElginAB,5.825,5.517
162,21,4.950,273.000,30.500,71.900,ElginAB,5.916,5.596
162,22,4.500,273.000,30.500,71.900,ElginAB,6.067,5.786
162,23,4.613,273.000,30.500,71.900,ElginAB,6.193,5.957
163,0,4.738,273.000,30.500,71.600,ElginAB,6.138,5.902
163,1,5.400,273.000,30.500,71.600,ElginAB,5.796,5.610
163,2,4.675,273.000,30.500,71.600,ElginAB,5.174,5.190
163,3,3.975,273.000,30.500,71.600,ElginAB,4.417,4.694
163,4,3.675,273.000,30.500,71.600,ElginAB,3.720,4.097
163,5,2.675,273.000,30.500,71.600,ElginAB,3.168,3.476
163,6,3.425,273.000,30.500,71.600,ElginAB,2.702,2.995
163,7,3.350,273.000,30.500,71.600,ElginAB,2.286,2.693
163,8,3.125,273.000,30.500,71.600,ElginAB,2.023,2.462
163,9,2.825,273.000,30.500,71.600,ElginAB,2.048,2.311
163,10,2.650,273.000,30.500,71.600,ElginAB,2.388,2.467
163,11,3.125,273.000,30.500,71.600,ElginAB,2.981,3.076
163,12,3.938,273.000,30.500,71.600,ElginAB,3.726,3.924
163,13,4.825,273.000,30.500,71.600,ElginAB,4.424,4.590
163,14,4.875,273.000,30.500,71.600,ElginAB,4.838,4.857
163,15,4.625,273.000,30.500,71.600,ElginAB,4.928,4.860
163,16,5.038,273.000,30.500,71.600,ElginAB,4.940,4.882
163,17,5.300,273.000,30.500,71.600,ElginAB,5.126,5.063
163,18,4.850,273.000,30.500,71.600,ElginAB,5.452,5.312
163,19,4.800,273.000,30.500,71.600,ElginAB,5.710,5.470
163,20,3.775,273.000,30.500,71.600,ElginAB,5.827,5.517
163,21,4.788,273.000,30.500,71.600,ElginAB,5.920,5.593
168,0,4.813,273.000,30.500,68.500,ElginAB,6.100,5.862
168,1,5.400,273.000,30.500,68.500,ElginAB,5.788,5.592
168,2,4.800,273.000,30.500,68.500,ElginAB,5.196,5.199
168,3,3.525,273.000,30.500,68.500,ElginAB,4.449,4.722
168,4,2.825,273.000,30.500,68.500,ElginAB,3.747,4.135
168,5,2.875,273.000,30.500,68.500,ElginAB,3.185,3.512
168,6,2.850,273.000,30.500,68.500,ElginAB,2.703,3.015
168,7,2.800,273.000,30.500,68.500,ElginAB,2.270,2.695
168,8,2.550,273.000,30.500,68.500,ElginAB,1.998,2.460
168,9,2.550,273.000,30.500,68.500,ElginAB,2.027,2.316
168,10,2.550,273.000,30.500,68.500,ElginAB,2.370,2.469
168,11,3.200,273.000,30.500,68.500,ElginAB,2.962,3.060
168,12,4.100,273.000,30.500,68.500,ElginAB,3.706,3.900
168,13,3.475,273.000,30.500,68.500,ElginAB,4.414,4.586
168,14,4.625,273.000,30.500,68.500,ElginAB,4.839,4.874
168,15,5.250,273.000,30.500,68.500,ElginAB,4.927,4.876
168,16,5.150,273.000,30.500,68.500,ElginAB,4.926,4.880
168,17,5.275,273.000,30.500,68.500,ElginAB,5.094,5.050
168,18,5.763,273.000,30.500,68.500,ElginAB,5.407,5.299
168,19,4.350,273.000,30.500,68.500,ElginAB,5.662,5.452
168,20,4.350,273.000,30.500,68.500,ElginAB,5.788,5.487
168,21,4.450,273.000,30.500,68.500,ElginAB,5.886,5.552
168,22,4.975,273.000,30.500,68.500,ElginAB,6.029,5.733
169,0,5.606,273.000,30.500,69.200,ElginAB,6.075,5.850
169,1,6.300,273.000,30.500,69.200,ElginAB,5.765,5.583
169,2,4.650,273.000,30.500,69.200,ElginAB,5.178,5.188
169,3,3.550,273.000,30.500,69.200,ElginAB,4.433,4.708
169,4,3.025,273.000,30.500,69.200,ElginAB,3.731,4.122
169,5,2.875,273.000,30.500,69.200,ElginAB,3.167,3.504
169,6,2.825,273.000,30.500,69.200,ElginAB,2.688,3.010
169,7,2.775,273.000,30.500,69.200,ElginAB,2.261,2.688
169,8,2.700,273.000,30.500,69.200,ElginAB,1.996,2.453
169,9,2.825,273.000,30.500,69.200,ElginAB,2.026,2.311
169,10,2.700,273.000,30.500,69.200,ElginAB,2.366,2.463
169,11,3.100,273.000,30.500,69.200,ElginAB,2.955,3.050
169,12,3.650,273.000,30.500,69.200,ElginAB,3.699,3.887
169,13,4.550,273.000,30.500,69.200,ElginAB,4.403,4.573
169,14,4.925,273.000,30.500,69.200,ElginAB,4.819,4.861
169,15,4.900,273.000,30.500,69.200,ElginAB,4.902,4.862
169,16,4.750,273.000,30.500,69.200,ElginAB,4.901,4.868
169,17,5.100,273.000,30.500,69.200,ElginAB,5.073,5.040
169,18,5.213,273.000,30.500,69.200,ElginAB,5.386,5.289
169,19,4.925,273.000,30.500,69.200,ElginAB,5.638,5.439
169,20,4.925,273.000,30.500,69.200,ElginAB,5.764,5.471
169,21,4.700,273.000,30.500,69.200,ElginAB,5.865,5.536
170,0,5.588,273.000,30.500,70.200,ElginAB,6.049,5.838
170,1,4.975,273.000,30.500,70.200,ElginAB,5.743,5.574
170,2,3.900,273.000,30.500,70.200,ElginAB,5.160,5.178
170,3,3.750,273.000,30.500,70.200,ElginAB,4.418,4.694
170,4,3.100,273.000,30.500,70.200,ElginAB,3.714,4.109
170,5,3.300,273.000,30.500,70.200,ElginAB,3.149,3.495
170,6,2.625,273.000,30.500,70.200,ElginAB,2.672,3.004
170,7,2.825,273.000,30.500,70.200,ElginAB,2.253,2.681
170,8,2.600,273.000,30.500,70.200,ElginAB,1.994,2.446
170,9,2.225,273.000,30.500,70.200,ElginAB,2.025,2.306
170,10,2.125,273.000,30.500,70.200,ElginAB,2.361,2.458
170,11,3.000,273.000,30.500,70.200,ElginAB,2.948,3.041
170,12,4.075,273.000,30.500,70.200,ElginAB,3.692,3.874
170,13,2.875,273.000,30.500,70.200,ElginAB,4.392,4.559
170,14,5.775,273.000,30.500,70.200,ElginAB,4.800,4.848
170,15,5.500,273.000,30.500,70.200,ElginAB,4.877,4.849
170,16,4.975,273.000,30.500,70.200,ElginAB,4.877,4.856
170,17,4.988,273.000,30.500,70.200,ElginAB,5.053,5.030
170,18,3.600,273.000,30.500,70.200,ElginAB,5.366,5.280
170,19,3.725,273.000,30.500,70.200,ElginAB,5.615,5.427
170,20,4.025,273.000,30.500,70.200,ElginAB,5.739,5.456
170,21,4.625,273.000,30.500,70.200,ElginAB,5.843,5.520
170,22,4.700,273.000,30.500,70.200,ElginAB,5.987,5.701
170,23,4.738,273.000,30.500,70.200,ElginAB,6.098,5.870
174,0,5.200,273.000,30.500,69.500,ElginAB,5.948,5.790
