# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2025-10-17T11:38:40.824Z
#
# Location: GEO -22.7N 315.0E, URSI-Code CAJ2M CACHOEIRA PAULISTA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2019-01-01T00:00:00.000Z - 2019-12-29T23:59:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of CAJ2M data provider
#
#Time                     CS   foF2 QD
2019-01-01T00:00:00.000Z 100  5.900 //
2019-01-01T00:10:00.000Z  65  5.150 //
2019-01-01T00:20:00.000Z  80  5.800 //
2019-01-01T00:30:00.000Z  80  5.500 //
2019-01-01T00:40:00.000Z  65  5.550 //
2019-01-01T00:50:00.000Z  70  5.650 //
2019-01-01T01:00:00.000Z   0  5.150 //
2019-01-01T01:10:00.000Z  50  5.000 //
2019-01-01T01:20:00.000Z  70  4.950 //
2019-01-01T01:30:00.000Z  70  4.800 //
2019-01-01T01:40:00.000Z  70  4.950 //
2019-01-01T01:50:00.000Z  70  4.850 //
2019-01-01T02:00:00.000Z  70  4.450 //
2019-01-01T02:10:00.000Z  70  4.450 //
2019-01-01T02:20:00.000Z  70  4.300 //
2019-01-01T02:30:00.000Z  45  4.100 //
2019-01-01T02:40:00.000Z  70  4.650 //
2019-01-01T02:50:00.000Z  20  5.050 //
2019-01-01T03:00:00.000Z  60  4.900 //
2019-01-01T03:10:00.000Z  70  5.400 //
2019-01-01T03:20:00.000Z  70  5.150 //
2019-01-01T03:40:00.000Z  40  4.650 //
2019-01-01T03:50:00.000Z  70  3.950 //
2019-01-01T04:00:00.000Z  70  3.850 //
2019-01-01T04:10:00.000Z  70  3.550 //
2019-01-01T04:20:00.000Z  70  3.600 //
2019-01-01T04:30:00.000Z  70  3.550 //
2019-01-01T04:40:00.000Z  70  3.450 //
2019-01-01T04:50:00.000Z  70  3.450 //
2019-01-01T05:00:00.000Z  70  3.250 //
2019-01-01T05:10:00.000Z  70  3.100 //
2019-01-01T05:20:00.000Z  70  3.100 //
2019-01-01T05:30:00.000Z  70  3.100 //
2019-01-01T05:40:00.000Z  70  3.000 //
2019-01-01T05:50:00.000Z  70  3.000 //
2019-01-01T06:00:00.000Z  60  2.900 //
2019-01-01T06:10:00.000Z  70  3.150 //
2019-01-01T06:20:00.000Z  70  3.250 //
2019-01-01T06:30:00.000Z  40  3.250 //
2019-01-01T06:40:00.000Z  70  3.250 //
2019-01-01T06:50:00.000Z  70  3.050 //
2019-01-01T07:00:00.000Z  70  2.900 //
2019-01-01T07:10:00.000Z  80  2.650 //
2019-01-01T07:20:00.000Z  70  2.250 //
2019-01-01T07:30:00.000Z  80  2.000 //
2019-01-01T07:40:00.000Z 100  2.000 //
2019-01-01T07:50:00.000Z  80  2.150 //
2019-01-01T08:00:00.000Z 100  2.500 //
2019-01-01T08:10:00.000Z  80  2.700 //
2019-01-01T08:20:00.000Z  75  2.850 //
2019-01-01T08:30:00.000Z  75  3.250 //
2019-01-01T08:40:00.000Z  80  3.450 //
2019-01-01T08:50:00.000Z  80  3.600 //
2019-01-01T09:00:00.000Z 100  3.694 //
2019-01-01T09:10:00.000Z 100  3.757 //
2019-01-01T09:20:00.000Z  80  3.700 //
2019-01-01T09:30:00.000Z 100  3.700 //
2019-01-01T09:40:00.000Z  70  3.825 //
2019-01-01T09:50:00.000Z  85  4.153 //
2019-01-01T10:00:00.000Z  85  4.401 //
2019-01-01T10:10:00.000Z  60  4.656 //
2019-01-01T10:20:00.000Z   0  4.650 //
2019-01-01T10:30:00.000Z  95  4.825 //
2019-01-01T10:40:00.000Z  90  4.975 //
2019-01-01T10:50:00.000Z  95  5.025 //
2019-01-01T11:00:00.000Z  90  5.075 //
2019-01-01T11:10:00.000Z 100  5.075 //
2019-01-01T11:20:00.000Z 100  5.225 //
2019-01-01T11:30:00.000Z 100  5.125 //
2019-01-01T11:40:00.000Z 100  4.975 //
2019-01-01T11:50:00.000Z  65  4.851 //
2019-01-01T12:00:00.000Z 100  4.850 //
2019-01-01T12:10:00.000Z 100  5.000 //
2019-01-01T12:20:00.000Z  70  5.150 //
2019-01-01T12:30:00.000Z 100  5.300 //
2019-01-01T12:40:00.000Z  45  5.275 //
2019-01-01T13:00:00.000Z 100  5.650 //
2019-01-01T13:10:00.000Z 100  5.825 //
2019-01-01T13:20:00.000Z 100  6.125 //
2019-01-01T13:30:00.000Z 100  6.251 //
2019-01-01T13:40:00.000Z 100  6.453 //
2019-01-01T13:50:00.000Z 100  6.600 //
2019-01-01T14:00:00.000Z  95  6.750 //
2019-01-01T14:10:00.000Z  70  6.925 //
2019-01-01T14:20:00.000Z 100  7.250 //
2019-01-01T14:30:00.000Z 100  7.325 //
2019-01-01T14:40:00.000Z 100  7.400 //
2019-01-01T14:50:00.000Z 100  7.600 //
2019-01-01T15:00:00.000Z 100  7.750 //
2019-01-01T15:10:00.000Z 100  8.000 //
2019-01-01T15:20:00.000Z 100  8.200 //
2019-01-01T15:30:00.000Z 100  8.400 //
2019-01-01T15:40:00.000Z 100  8.475 //
2019-01-01T15:50:00.000Z 100  8.625 //
2019-01-01T16:00:00.000Z 100  8.725 //
2019-01-01T16:10:00.000Z 100  8.850 //
2019-01-01T16:20:00.000Z 100  8.750 //
2019-01-01T16:30:00.000Z 100  8.900 //
2019-01-01T16:40:00.000Z  95  9.000 //
2019-01-01T16:50:00.000Z 100  8.925 //
2019-01-01T17:00:00.000Z 100  8.925 //
2019-01-01T17:10:00.000Z 100  8.900 //
2019-01-01T17:20:00.000Z 100  8.950 //
2019-01-01T17:30:00.000Z 100  9.100 //
2019-01-01T17:40:00.000Z  95  9.150 //
2019-01-01T17:50:00.000Z  95  9.100 //
2019-01-01T18:00:00.000Z  95  9.200 //
2019-01-01T18:10:00.000Z  95  9.425 //
2019-01-01T18:20:00.000Z  95  9.425 //
2019-01-01T18:30:00.000Z  95  9.475 //
2019-01-01T18:40:00.000Z  95  9.425 //
2019-01-01T18:50:00.000Z  95  9.425 //
2019-01-01T19:00:00.000Z  95  9.325 //
2019-01-01T19:10:00.000Z  95  8.975 //
2019-01-01T19:20:00.000Z  95  8.475 //
2019-01-01T19:30:00.000Z  95  8.313 //
2019-01-01T19:40:00.000Z  95  8.125 //
2019-01-01T19:50:00.000Z  95  8.025 //
2019-01-01T20:00:00.000Z  95  7.925 //
2019-01-01T20:10:00.000Z  95  7.475 //
2019-01-01T20:20:00.000Z  95  7.425 //
2019-01-01T20:30:00.000Z  95  7.375 //
2019-01-01T20:40:00.000Z  95  7.175 //
2019-01-01T20:50:00.000Z  95  7.225 //
2019-01-01T21:00:00.000Z  95  7.225 //
2019-01-01T21:10:00.000Z  95  7.175 //
2019-01-01T21:20:00.000Z  95  7.175 //
2019-01-01T21:30:00.000Z  95  7.175 //
2019-01-01T21:40:00.000Z  95  7.350 //
2019-01-01T21:50:00.000Z  95  7.350 //
2019-01-01T22:00:00.000Z  80  7.350 //
2019-01-01T22:10:00.000Z  80  7.300 //
2019-01-01T22:20:00.000Z  80  7.350 //
2019-01-01T22:30:00.000Z  80  7.400 //
2019-01-01T22:40:00.000Z  80  7.450 //
2019-01-01T22:50:00.000Z  80  7.400 //
2019-01-01T23:00:00.000Z  80  7.650 //
2019-01-01T23:10:00.000Z  80  7.700 //
2019-01-01T23:20:00.000Z  80  7.950 //
2019-01-01T23:30:00.000Z  80  8.300 //
2019-01-01T23:40:00.000Z  80  8.200 //
2019-01-01T23:50:00.000Z  80  8.050 //
2019-01-02T00:00:00.000Z  80  7.800 //
2019-01-02T00:10:00.000Z  80  7.800 //
2019-01-02T00:20:00.000Z  80  7.500 //
2019-01-02T00:30:00.000Z  80  6.900 //
2019-01-02T00:40:00.000Z  80  6.050 //
2019-01-02T00:50:00.000Z  80  5.300 //
2019-01-02T01:00:00.000Z  80  4.700 //
2019-01-02T01:10:00.000Z  70  4.000 //
2019-01-02T01:30:00.000Z  70  3.850 //
2019-01-02T01:40:00.000Z  70  3.800 //
2019-01-02T01:50:00.000Z  80  3.900 //
2019-01-02T02:00:00.000Z  70  3.850 //
2019-01-02T02:10:00.000Z  70  3.850 //
2019-01-02T02:20:00.000Z  70  3.550 //
2019-01-02T02:30:00.000Z  70  3.100 //
2019-01-02T02:40:00.000Z  70  3.150 //
2019-01-02T02:50:00.000Z  70  3.050 //
2019-01-02T03:00:00.000Z  70  2.950 //
2019-01-02T03:10:00.000Z  70  3.050 //
2019-01-02T03:20:00.000Z  70  3.150 //
2019-01-02T03:30:00.000Z  70  3.050 //
2019-01-02T03:40:00.000Z  70  3.100 //
2019-01-02T03:50:00.000Z  70  3.100 //
2019-01-02T04:00:00.000Z  70  3.150 //
2019-01-02T04:10:00.000Z  70  3.200 //
2019-01-02T04:20:00.000Z  70  3.100 //
2019-01-02T04:30:00.000Z  65  3.250 //
2019-01-02T04:40:00.000Z  70  3.250 //
2019-01-02T04:50:00.000Z  70  3.200 //
2019-01-02T05:00:00.000Z  70  3.200 //
2019-01-02T05:10:00.000Z  70  3.250 //
2019-01-02T05:20:00.000Z  70  3.300 //
2019-01-02T05:30:00.000Z  40  3.100 //
2019-01-02T05:40:00.000Z  40  3.000 //
2019-01-02T05:50:00.000Z  70  2.850 //
2019-01-02T06:00:00.000Z  70  2.550 //
2019-01-02T06:10:00.000Z  60  2.050 //
2019-01-02T06:20:00.000Z  70  1.950 //
2019-01-02T06:30:00.000Z  45  1.950 //
2019-01-02T06:40:00.000Z  80  1.850 //
2019-01-02T06:50:00.000Z  80  2.000 //
2019-01-02T07:00:00.000Z  90  2.100 //
2019-01-02T07:10:00.000Z  80  2.050 //
2019-01-02T07:20:00.000Z  80  1.900 //
2019-01-02T07:30:00.000Z  95  1.900 //
2019-01-02T07:40:00.000Z  95  1.950 //
2019-01-02T07:50:00.000Z  80  2.100 //
2019-01-02T08:00:00.000Z  65  2.050 //
2019-01-02T08:10:00.000Z  80  2.750 //
2019-01-02T08:20:00.000Z  80  3.000 //
2019-01-02T08:30:00.000Z  80  3.200 //
2019-01-02T08:40:00.000Z  80  3.275 //
2019-01-02T08:50:00.000Z   0  3.350 //
2019-01-02T09:00:00.000Z   0  3.550 //
2019-01-02T09:10:00.000Z   0  3.650 //
2019-01-02T09:20:00.000Z  80  3.781 //
2019-01-02T09:30:00.000Z  80  3.975 //
2019-01-02T09:40:00.000Z  80  4.038 //
2019-01-02T09:50:00.000Z  65  3.650 //
2019-01-02T10:00:00.000Z   0  4.200 //
2019-01-02T10:10:00.000Z   0  4.200 //
2019-01-02T10:20:00.000Z  50  4.250 //
2019-01-02T10:30:00.000Z  50  3.800 //
2019-01-02T10:40:00.000Z  80  4.425 //
2019-01-02T10:50:00.000Z  95  4.525 //
2019-01-02T11:00:00.000Z 100  4.457 //
2019-01-02T11:10:00.000Z  95  4.000 //
2019-01-02T11:20:00.000Z  95  4.137 //
2019-01-02T11:30:00.000Z  95  4.103 //
2019-01-02T11:40:00.000Z  95  4.050 //
2019-01-02T11:50:00.000Z  90  4.200 //
2019-01-02T12:00:00.000Z  95  4.425 //
2019-01-02T12:20:00.000Z  95  4.800 //
2019-01-02T12:30:00.000Z  70  4.801 //
2019-01-02T12:40:00.000Z 100  4.901 //
2019-01-02T12:50:00.000Z 100  5.050 //
2019-01-02T13:00:00.000Z 100  5.250 //
2019-01-02T13:10:00.000Z 100  5.350 //
2019-01-02T13:20:00.000Z  70  5.400 //
2019-01-02T13:30:00.000Z 100  5.575 //
2019-01-02T13:40:00.000Z  90  5.700 //
2019-01-02T13:50:00.000Z 100  5.900 //
2019-01-02T14:00:00.000Z 100  6.050 //
2019-01-02T14:10:00.000Z 100  6.250 //
2019-01-02T14:20:00.000Z 100  6.400 //
2019-01-02T14:30:00.000Z 100  6.575 //
2019-01-02T14:40:00.000Z 100  6.700 //
2019-01-02T14:50:00.000Z 100  6.900 //
2019-01-02T15:00:00.000Z 100  7.200 //
2019-01-02T15:10:00.000Z 100  7.400 //
2019-01-02T15:20:00.000Z 100  7.600 //
2019-01-02T15:30:00.000Z 100  7.775 //
2019-01-02T15:40:00.000Z 100  7.975 //
2019-01-02T15:50:00.000Z 100  8.100 //
2019-01-02T16:00:00.000Z 100  8.300 //
2019-01-02T16:10:00.000Z 100  8.425 //
2019-01-02T16:20:00.000Z 100  8.625 //
2019-01-02T16:30:00.000Z 100  8.675 //
2019-01-02T16:40:00.000Z 100  8.775 //
2019-01-02T16:50:00.000Z 100  8.875 //
2019-01-02T17:00:00.000Z 100  8.950 //
2019-01-02T17:10:00.000Z  95  9.100 //
2019-01-02T17:20:00.000Z 100  9.225 //
2019-01-02T17:30:00.000Z  95  9.375 //
2019-01-02T17:40:00.000Z 100  9.350 //
2019-01-02T17:50:00.000Z 100  9.550 //
2019-01-02T18:00:00.000Z 100  9.800 //
2019-01-02T18:10:00.000Z  95 10.100 //
2019-01-02T18:20:00.000Z  95 10.450 //
2019-01-02T18:30:00.000Z  95 10.450 //
2019-01-02T18:40:00.000Z  95 10.625 //
2019-01-02T18:50:00.000Z 100 10.725 //
2019-01-02T19:00:00.000Z  95 10.525 //
2019-01-02T19:10:00.000Z  95  9.450 //
2019-01-02T19:20:00.000Z  95  8.375 //
2019-01-02T19:30:00.000Z  85  8.025 //
2019-01-02T19:40:00.000Z  95  7.325 //
2019-01-02T19:50:00.000Z  95  6.475 //
2019-01-02T20:00:00.000Z  95  5.775 //
2019-01-02T20:10:00.000Z  95  5.625 //
2019-01-02T20:20:00.000Z 100  5.350 //
2019-01-02T20:30:00.000Z  75  5.100 //
2019-01-02T20:40:00.000Z  75  4.950 //
2019-01-02T22:40:00.000Z  75  4.950 //
2019-01-02T22:50:00.000Z  20  5.050 //
2019-01-02T23:10:00.000Z  75  4.750 //
2019-01-02T23:20:00.000Z  75  4.550 //
2019-01-02T23:40:00.000Z  65  4.600 //
2019-01-02T23:50:00.000Z  45  4.250 //
2019-01-03T00:00:00.000Z  70  4.700 //
2019-01-03T00:10:00.000Z  75  4.450 //
2019-01-03T00:20:00.000Z  65  3.850 //
2019-01-03T00:30:00.000Z  65  4.100 //
2019-01-03T00:40:00.000Z  65  4.000 //
2019-01-03T00:50:00.000Z  65  3.500 //
2019-01-03T01:00:00.000Z  65  3.500 //
2019-01-03T01:10:00.000Z  65  3.300 //
2019-01-03T01:20:00.000Z  45  2.950 //
2019-01-03T01:30:00.000Z  25  3.000 //
2019-01-03T01:50:00.000Z  45  2.750 //
2019-01-03T02:00:00.000Z  70  2.750 //
2019-01-03T02:10:00.000Z  70  2.800 //
2019-01-03T02:30:00.000Z  55  2.900 //
2019-01-03T03:00:00.000Z  45  2.800 //
2019-01-03T03:20:00.000Z  40  2.800 //
2019-01-03T03:30:00.000Z  50  2.800 //
2019-01-03T03:40:00.000Z  70  2.900 //
2019-01-03T03:50:00.000Z  35  3.050 //
2019-01-03T04:00:00.000Z  70  2.900 //
2019-01-03T04:20:00.000Z  45  2.800 //
2019-01-03T04:30:00.000Z  70  2.700 //
2019-01-03T04:40:00.000Z  70  2.500 //
2019-01-03T04:50:00.000Z  35  2.800 //
2019-01-03T05:00:00.000Z  20  2.900 //
2019-01-03T05:10:00.000Z  75  2.600 //
2019-01-03T07:40:00.000Z  80  2.000 //
2019-01-03T07:50:00.000Z  70  2.150 //
2019-01-03T08:00:00.000Z  70  2.600 //
2019-01-03T08:10:00.000Z  70  2.750 //
2019-01-03T08:20:00.000Z  70  3.200 //
2019-01-03T08:30:00.000Z  70  3.400 //
2019-01-03T08:40:00.000Z  70  3.600 //
2019-01-03T08:50:00.000Z  80  3.700 //
2019-01-03T09:00:00.000Z  80  3.875 //
2019-01-03T09:10:00.000Z  80  4.050 //
2019-01-03T09:20:00.000Z  80  4.100 //
2019-01-03T09:30:00.000Z  80  4.325 //
2019-01-03T09:40:00.000Z  80  4.475 //
2019-01-03T09:50:00.000Z  80  4.575 //
2019-01-03T10:00:00.000Z 100  4.475 //
2019-01-03T10:10:00.000Z  95  4.425 //
2019-01-03T10:20:00.000Z  95  4.150 //
2019-01-03T10:30:00.000Z  95  4.025 //
2019-01-03T10:40:00.000Z  95  3.925 //
2019-01-03T10:50:00.000Z 100  3.944 //
2019-01-03T11:00:00.000Z  95  3.900 //
2019-01-03T11:10:00.000Z 100  4.025 //
2019-01-03T11:20:00.000Z  90  4.057 //
2019-01-03T11:30:00.000Z  90  4.000 //
2019-01-03T11:40:00.000Z  70  4.425 //
2019-01-03T11:50:00.000Z  50  4.050 //
2019-01-03T12:10:00.000Z  50  4.601 //
2019-01-03T12:20:00.000Z 100  4.650 //
2019-01-03T12:30:00.000Z  50  4.551 //
2019-01-03T12:50:00.000Z 100  4.850 //
2019-01-03T13:10:00.000Z  70  5.050 //
2019-01-03T13:20:00.000Z   0  5.050 //
2019-01-03T13:30:00.000Z  70  4.200 //
2019-01-03T13:40:00.000Z 100  5.250 //
2019-01-03T13:50:00.000Z 100  5.300 //
2019-01-03T14:00:00.000Z 100  5.450 //
2019-01-03T14:10:00.000Z 100  5.575 //
2019-01-03T14:20:00.000Z 100  5.725 //
2019-01-03T14:30:00.000Z 100  5.850 //
2019-01-03T14:40:00.000Z 100  6.050 //
2019-01-03T14:50:00.000Z  95  6.300 //
2019-01-03T15:00:00.000Z 100  6.600 //
2019-01-03T15:10:00.000Z 100  6.800 //
2019-01-03T15:20:00.000Z  70  6.700 //
2019-01-03T15:30:00.000Z  95  7.250 //
2019-01-03T15:40:00.000Z 100  7.450 //
2019-01-03T15:50:00.000Z 100  7.550 //
2019-01-03T16:00:00.000Z 100  7.700 //
2019-01-03T16:10:00.000Z 100  7.800 //
2019-01-03T16:20:00.000Z 100  7.900 //
2019-01-03T16:30:00.000Z 100  7.950 //
2019-01-03T16:40:00.000Z 100  7.950 //
2019-01-03T16:50:00.000Z 100  8.075 //
2019-01-03T17:00:00.000Z 100  8.075 //
2019-01-03T17:10:00.000Z 100  8.125 //
2019-01-03T17:20:00.000Z 100  8.200 //
2019-01-03T17:30:00.000Z 100  8.250 //
2019-01-03T17:40:00.000Z 100  8.400 //
2019-01-03T17:50:00.000Z 100  8.500 //
2019-01-03T18:00:00.000Z 100  8.575 //
2019-01-03T18:10:00.000Z 100  8.675 //
2019-01-03T18:20:00.000Z  95  8.650 //
2019-01-03T18:30:00.000Z  95  8.775 //
2019-01-03T18:40:00.000Z  95  8.875 //
2019-01-03T18:50:00.000Z  95  8.975 //
2019-01-03T19:00:00.000Z 100  8.900 //
2019-01-03T19:10:00.000Z 100  8.800 //
2019-01-03T19:20:00.000Z  75  8.850 //
2019-01-03T19:30:00.000Z  90  8.700 //
2019-01-03T19:40:00.000Z  90  8.700 //
2019-01-03T19:50:00.000Z  95  8.663 //
2019-01-03T20:00:00.000Z  90  8.625 //
2019-01-03T20:10:00.000Z  90  8.700 //
2019-01-03T20:20:00.000Z  95  8.625 //
2019-01-03T20:30:00.000Z  95  8.675 //
2019-01-03T20:40:00.000Z  95  8.775 //
2019-01-03T20:50:00.000Z  95  8.725 //
2019-01-03T21:00:00.000Z  95  8.475 //
2019-01-03T21:10:00.000Z  90  8.325 //
2019-01-03T21:20:00.000Z  95  8.225 //
2019-01-03T21:30:00.000Z 100  7.975 //
2019-01-03T21:40:00.000Z 100  7.775 //
2019-01-03T21:50:00.000Z  95  7.500 //
2019-01-03T22:00:00.000Z  80  7.300 //
2019-01-03T22:10:00.000Z  80  7.250 //
2019-01-03T22:20:00.000Z  80  6.900 //
2019-01-03T22:30:00.000Z  80  6.550 //
2019-01-03T22:40:00.000Z  80  6.050 //
2019-01-03T22:50:00.000Z  80  6.000 //
2019-01-03T23:00:00.000Z  80  5.850 //
2019-01-03T23:10:00.000Z  80  6.000 //
2019-01-03T23:20:00.000Z  80  5.950 //
2019-01-03T23:30:00.000Z  80  5.750 //
2019-01-03T23:40:00.000Z  80  5.600 //
2019-01-03T23:50:00.000Z  80  5.550 //
2019-01-04T00:00:00.000Z  80  5.650 //
2019-01-04T00:10:00.000Z  80  5.600 //
2019-01-04T00:20:00.000Z  80  5.450 //
2019-01-04T00:30:00.000Z  80  5.300 //
2019-01-04T00:40:00.000Z  80  4.900 //
2019-01-04T00:50:00.000Z  80  4.700 //
2019-01-04T01:00:00.000Z  80  4.800 //
2019-01-04T01:10:00.000Z  80  4.850 //
2019-01-04T01:20:00.000Z  80  4.950 //
2019-01-04T01:30:00.000Z  80  5.050 //
2019-01-04T01:40:00.000Z  80  5.200 //
2019-01-04T01:50:00.000Z  80  5.150 //
2019-01-04T02:00:00.000Z  80  5.150 //
2019-01-04T02:10:00.000Z  80  5.000 //
2019-01-04T02:20:00.000Z  70  4.800 //
2019-01-04T02:30:00.000Z  70  5.000 //
2019-01-04T02:40:00.000Z  70  4.400 //
2019-01-04T02:50:00.000Z  65  4.650 //
2019-01-04T03:00:00.000Z  65  4.400 //
2019-01-04T03:10:00.000Z  70  4.600 //
2019-01-04T03:20:00.000Z  70  4.800 //
2019-01-04T03:30:00.000Z  60  4.900 //
2019-01-04T03:40:00.000Z  70  4.500 //
2019-01-04T03:50:00.000Z  70  4.800 //
2019-01-04T04:00:00.000Z  70  4.150 //
2019-01-04T04:10:00.000Z  70  3.550 //
2019-01-04T04:20:00.000Z  70  3.150 //
2019-01-04T04:30:00.000Z  70  2.800 //
2019-01-04T04:40:00.000Z  60  2.650 //
2019-01-04T04:50:00.000Z  70  2.900 //
2019-01-04T05:00:00.000Z  70  3.000 //
2019-01-04T05:10:00.000Z  60  2.700 //
2019-01-04T05:20:00.000Z  70  2.850 //
2019-01-04T05:30:00.000Z  70  2.800 //
2019-01-04T05:40:00.000Z  70  2.750 //
2019-01-04T05:50:00.000Z  70  2.850 //
2019-01-04T06:00:00.000Z  70  2.750 //
2019-01-04T06:10:00.000Z  65  3.200 //
2019-01-04T06:20:00.000Z  70  3.000 //
2019-01-04T06:30:00.000Z  60  3.000 //
2019-01-04T06:40:00.000Z  70  3.150 //
2019-01-04T06:50:00.000Z  60  3.050 //
2019-01-04T07:00:00.000Z  45  2.650 //
2019-01-04T07:10:00.000Z  70  2.850 //
2019-01-04T07:20:00.000Z  65  2.700 //
2019-01-04T07:30:00.000Z  80  2.500 //
2019-01-04T07:40:00.000Z 100  2.350 //
2019-01-04T07:50:00.000Z  80  2.300 //
2019-01-04T08:00:00.000Z  70  2.650 //
2019-01-04T08:10:00.000Z  80  2.950 //
2019-01-04T08:20:00.000Z  80  3.350 //
2019-01-04T08:30:00.000Z  80  3.400 //
2019-01-04T08:40:00.000Z   0  3.600 //
2019-01-04T08:50:00.000Z  80  3.725 //
2019-01-04T09:00:00.000Z  80  3.700 //
2019-01-04T09:10:00.000Z  80  3.875 //
2019-01-04T09:20:00.000Z  80  3.957 //
2019-01-04T09:30:00.000Z   0  3.950 //
2019-01-04T09:40:00.000Z  80  3.975 //
2019-01-04T09:50:00.000Z   0  3.900 //
2019-01-04T10:00:00.000Z  80  3.850 //
2019-01-04T10:10:00.000Z  80  3.925 //
2019-01-04T10:20:00.000Z  95  3.925 //
2019-01-04T10:30:00.000Z  90  3.963 //
2019-01-04T10:40:00.000Z  90  3.931 //
2019-01-04T10:50:00.000Z  95  3.950 //
2019-01-04T11:00:00.000Z  90  3.925 //
2019-01-04T11:10:00.000Z  90  3.950 //
2019-01-04T11:20:00.000Z  90  4.038 //
2019-01-04T11:30:00.000Z  90  4.054 //
2019-01-04T11:40:00.000Z 100  4.025 //
2019-01-04T11:50:00.000Z  95  4.125 //
2019-01-04T12:10:00.000Z 100  4.100 //
2019-01-04T12:40:00.000Z  70  4.500 //
2019-01-04T12:50:00.000Z  70  4.625 //
2019-01-04T13:20:00.000Z  95  4.950 //
2019-01-04T13:30:00.000Z 100  4.957 //
2019-01-04T13:40:00.000Z  95  5.100 //
2019-01-04T13:50:00.000Z 100  5.350 //
2019-01-04T14:00:00.000Z 100  5.500 //
2019-01-04T14:10:00.000Z 100  5.750 //
2019-01-04T14:20:00.000Z  65  6.000 //
2019-01-04T14:30:00.000Z  90  6.300 //
2019-01-04T14:40:00.000Z 100  6.400 //
2019-01-04T14:50:00.000Z 100  6.750 //
2019-01-04T15:00:00.000Z 100  7.050 //
2019-01-04T15:10:00.000Z 100  7.250 //
2019-01-04T15:20:00.000Z  70  7.600 //
2019-01-04T15:30:00.000Z  95  7.700 //
2019-01-04T15:40:00.000Z 100  7.800 //
2019-01-04T15:50:00.000Z 100  8.050 //
2019-01-04T16:00:00.000Z 100  8.200 //
2019-01-04T16:10:00.000Z 100  8.350 //
2019-01-04T16:20:00.000Z  95  8.500 //
2019-01-04T16:30:00.000Z 100  8.600 //
2019-01-04T16:40:00.000Z 100  8.725 //
2019-01-04T16:50:00.000Z 100  8.900 //
2019-01-04T17:00:00.000Z 100  9.000 //
2019-01-04T17:10:00.000Z 100  9.150 //
2019-01-04T17:20:00.000Z  95  9.200 //
2019-01-04T17:30:00.000Z 100  9.350 //
2019-01-04T17:40:00.000Z 100  9.350 //
2019-01-04T17:50:00.000Z 100  9.500 //
2019-01-04T18:00:00.000Z  95  9.450 //
2019-01-04T18:10:00.000Z  95  9.550 //
2019-01-04T18:20:00.000Z 100  9.500 //
2019-01-04T18:30:00.000Z  95  9.500 //
2019-01-04T18:40:00.000Z  95  9.475 //
2019-01-04T18:50:00.000Z  95  9.450 //
2019-01-04T19:00:00.000Z  95  9.500 //
2019-01-04T19:10:00.000Z  95  9.175 //
2019-01-04T19:20:00.000Z  95  9.425 //
2019-01-04T19:30:00.000Z  95  9.325 //
2019-01-04T19:40:00.000Z  95  9.125 //
2019-01-04T19:50:00.000Z  95  8.775 //
2019-01-04T20:00:00.000Z  95  8.375 //
2019-01-04T20:10:00.000Z  95  7.925 //
2019-01-04T20:20:00.000Z  95  7.975 //
2019-01-04T20:30:00.000Z   0  7.950 //
2019-01-04T20:40:00.000Z  85  7.825 //
2019-01-04T20:50:00.000Z  95  7.825 //
2019-01-04T21:00:00.000Z  95  7.925 //
2019-01-04T21:10:00.000Z  95  8.000 //
2019-01-04T21:20:00.000Z  95  7.975 //
2019-01-04T21:30:00.000Z  95  8.063 //
2019-01-04T21:40:00.000Z  95  8.300 //
2019-01-04T21:50:00.000Z  95  8.400 //
2019-01-04T22:00:00.000Z  95  8.600 //
2019-01-04T22:10:00.000Z  95  8.900 //
2019-01-04T22:20:00.000Z  80  9.000 //
2019-01-04T22:30:00.000Z  95  9.250 //
2019-01-04T22:40:00.000Z  95  9.000 //
2019-01-04T22:50:00.000Z  95  8.450 //
2019-01-04T23:00:00.000Z  70  7.900 //
2019-01-04T23:10:00.000Z  95  7.500 //
2019-01-04T23:20:00.000Z  80  7.300 //
2019-01-04T23:30:00.000Z  95  6.950 //
2019-01-04T23:40:00.000Z  65  6.700 //
2019-01-04T23:50:00.000Z  80  6.150 //
2019-01-05T00:00:00.000Z  80  5.700 //
2019-01-05T00:10:00.000Z  80  5.150 //
2019-01-05T00:20:00.000Z  80  4.700 //
2019-01-05T00:30:00.000Z  95  4.450 //
2019-01-05T00:40:00.000Z  95  4.450 //
2019-01-05T00:50:00.000Z  90  4.850 //
2019-01-05T01:00:00.000Z 100  4.950 //
2019-01-05T01:10:00.000Z 100  4.900 //
2019-01-05T01:20:00.000Z  80  5.150 //
2019-01-05T01:30:00.000Z  80  5.050 //
2019-01-05T01:40:00.000Z  80  5.200 //
2019-01-05T01:50:00.000Z  70  4.750 //
