# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2025-10-17T12:00:57.325Z
#
# Location: GEO -22.7N 315.0E, URSI-Code CAJ2M CACHOEIRA PAULISTA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2019-12-30T00:00:00.000Z - 2019-12-31T23:59:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of CAJ2M data provider
#
#Time                     CS   foF2 QD
2019-12-31T12:40:00.000Z 100  6.300 //
2019-12-31T12:50:00.000Z   0  6.400 //
2019-12-31T13:00:00.000Z 100  6.450 //
2019-12-31T13:10:00.000Z 100  6.600 //
2019-12-31T13:20:00.000Z 100  6.800 //
2019-12-31T13:30:00.000Z 100  6.950 //
2019-12-31T13:40:00.000Z 100  7.250 //
2019-12-31T13:50:00.000Z 100  7.400 //
2019-12-31T14:00:00.000Z 100  7.550 //
2019-12-31T14:10:00.000Z 100  7.700 //
2019-12-31T14:20:00.000Z 100  7.800 //
2019-12-31T14:30:00.000Z 100  7.900 //
2019-12-31T14:40:00.000Z  95  7.950 //
2019-12-31T14:50:00.000Z 100  8.050 //
2019-12-31T15:00:00.000Z 100  8.100 //
2019-12-31T15:10:00.000Z 100  8.200 //
2019-12-31T15:20:00.000Z 100  8.300 //
2019-12-31T15:30:00.000Z 100  8.450 //
2019-12-31T15:40:00.000Z 100  8.550 //
2019-12-31T15:50:00.000Z 100  8.700 //
2019-12-31T16:00:00.000Z 100  8.800 //
2019-12-31T16:10:00.000Z 100  9.000 //
2019-12-31T16:20:00.000Z 100  9.150 //
2019-12-31T16:30:00.000Z 100  9.250 //
2019-12-31T16:40:00.000Z 100  9.350 //
2019-12-31T16:50:00.000Z  95  9.475 //
2019-12-31T17:00:00.000Z 100  9.500 //
2019-12-31T17:10:00.000Z 100  9.600 //
2019-12-31T17:20:00.000Z 100  9.500 //
2019-12-31T17:30:00.000Z  95  9.700 //
2019-12-31T17:40:00.000Z  95  9.950 //
2019-12-31T17:50:00.000Z 100 10.000 //
2019-12-31T18:00:00.000Z  95 10.100 //
2019-12-31T18:10:00.000Z  95 10.375 //
2019-12-31T18:20:00.000Z  95 10.475 //
2019-12-31T18:30:00.000Z  95 10.625 //
2019-12-31T18:40:00.000Z 100 11.075 //
2019-12-31T18:50:00.000Z  95 11.025 //
2019-12-31T19:00:00.000Z  95 10.425 //
2019-12-31T19:10:00.000Z  95  9.975 //
2019-12-31T19:20:00.000Z  95  9.875 //
2019-12-31T19:30:00.000Z  95  9.825 //
2019-12-31T19:40:00.000Z  95 10.075 //
2019-12-31T19:50:00.000Z  95  9.975 //
2019-12-31T20:00:00.000Z  95 10.175 //
2019-12-31T20:10:00.000Z  95  9.975 //
2019-12-31T20:20:00.000Z  95 10.025 //
2019-12-31T20:30:00.000Z   0  9.250 //
2019-12-31T20:40:00.000Z  95  8.275 //
2019-12-31T20:50:00.000Z  95  8.125 //
2019-12-31T21:00:00.000Z  95  7.100 //
2019-12-31T21:10:00.000Z  95  6.675 //
2019-12-31T21:20:00.000Z   0  6.600 //
2019-12-31T21:30:00.000Z   0  6.300 //
2019-12-31T21:40:00.000Z 100  5.800 //
2019-12-31T21:50:00.000Z  80  5.550 //
2019-12-31T22:00:00.000Z  60  5.350 //
2019-12-31T22:10:00.000Z 100  5.650 //
2019-12-31T22:20:00.000Z  95  5.600 //
2019-12-31T22:30:00.000Z  90  5.700 //
2019-12-31T22:40:00.000Z  95  5.800 //
2019-12-31T22:50:00.000Z  80  5.650 //
2019-12-31T23:00:00.000Z  95  5.550 //
2019-12-31T23:10:00.000Z  80  5.650 //
2019-12-31T23:20:00.000Z  80  5.500 //
2019-12-31T23:30:00.000Z  80  5.450 //
2019-12-31T23:40:00.000Z  80  5.350 //
2019-12-31T23:50:00.000Z  80  5.500 //
