DayOfYear,Hour,foF2,Longitude,Latitude,F10.7,Station,foF2_C,foF2_U
5,0,5.700,315.000,-22.700,68.800,CP,5.728,5.705
5,1,4.950,315.000,-22.700,68.800,CP,5.452,5.366
5,2,4.750,315.000,-22.700,68.800,CP,5.016,5.079
5,3,4.200,315.000,-22.700,68.800,CP,4.545,4.807
5,4,3.850,315.000,-22.700,68.800,CP,4.308,4.540
5,5,4.000,315.000,-22.700,68.800,CP,4.194,4.146
5,6,3.850,315.000,-22.700,68.800,CP,3.784,3.564
5,7,3.450,315.000,-22.700,68.800,CP,3.162,3.133
5,8,3.000,315.000,-22.700,68.800,CP,3.098,3.347
5,9,5.863,315.000,-22.700,68.800,CP,4.009,4.194
5,10,4.250,315.000,-22.700,68.800,CP,5.227,5.080
5,11,3.900,315.000,-22.700,68.800,CP,5.858,5.589
5,12,4.850,315.000,-22.700,68.800,CP,5.980,5.976
5,13,5.225,315.000,-22.700,68.800,CP,6.360,6.687
5,14,3.800,315.000,-22.700,68.800,CP,7.251,7.681
5,15,7.400,315.000,-22.700,68.800,CP,8.144,8.532
5,16,8.475,315.000,-22.700,68.800,CP,8.594,8.989
5,17,8.325,315.000,-22.700,68.800,CP,8.672,9.132
5,18,8.625,315.000,-22.700,68.800,CP,8.566,9.087
5,19,9.275,315.000,-22.700,68.800,CP,8.263,8.846
5,20,8.801,315.000,-22.700,68.800,CP,7.724,8.370
5,21,6.650,315.000,-22.700,68.800,CP,7.065,7.689
5,22,5.700,315.000,-22.700,68.800,CP,6.455,6.912
5,23,5.750,315.000,-22.700,68.800,CP,6.009,6.209
25,0,7.025,315.000,-22.700,72.700,CP,5.239,5.631
25,1,7.125,315.000,-22.700,72.700,CP,4.849,5.142
25,2,5.350,315.000,-22.700,72.700,CP,4.226,4.741
25,3,3.800,315.000,-22.700,72.700,CP,3.614,4.423
31,0,6.500,315.000,-22.700,70.000,CP,5.303,5.682
31,1,7.200,315.000,-22.700,70.000,CP,4.872,5.107
31,2,6.950,315.000,-22.700,70.000,CP,4.222,4.640
31,3,5.300,315.000,-22.700,70.000,CP,3.577,4.291
31,4,5.700,315.000,-22.700,70.000,CP,3.267,4.014
31,5,4.350,315.000,-22.700,70.000,CP,3.312,3.657
31,6,2.500,315.000,-22.700,70.000,CP,3.339,3.151
31,7,2.400,315.000,-22.700,70.000,CP,3.115,2.783
31,8,2.450,315.000,-22.700,70.000,CP,3.033,3.012
31,9,3.750,315.000,-22.700,70.000,CP,3.631,3.855
31,10,4.250,315.000,-22.700,70.000,CP,4.696,4.757
31,11,4.500,315.000,-22.700,70.000,CP,5.407,5.273
31,12,4.800,315.000,-22.700,70.000,CP,5.480,5.624
31,13,4.925,315.000,-22.700,70.000,CP,5.565,6.295
31,14,5.900,315.000,-22.700,70.000,CP,6.223,7.308
31,15,6.300,315.000,-22.700,70.000,CP,7.113,8.245
31,16,7.600,315.000,-22.700,70.000,CP,7.588,8.825
31,17,8.500,315.000,-22.700,70.000,CP,7.631,9.101
31,18,9.125,315.000,-22.700,70.000,CP,7.657,9.157
31,19,10.000,315.000,-22.700,70.000,CP,7.712,8.939
31,20,9.600,315.000,-22.700,70.000,CP,7.451,8.434
31,21,9.250,315.000,-22.700,70.000,CP,6.789,7.762
31,22,6.150,315.000,-22.700,70.000,CP,6.076,7.047
31,23,5.650,315.000,-22.700,70.000,CP,5.611,6.342
32,0,4.900,315.000,-22.700,70.000,CP,5.313,5.690
32,1,4.400,315.000,-22.700,70.000,CP,4.875,5.101
32,2,4.000,315.000,-22.700,70.000,CP,4.221,4.623
32,3,4.450,315.000,-22.700,70.000,CP,3.571,4.269
32,4,4.250,315.000,-22.700,70.000,CP,3.253,3.991
32,5,2.850,315.000,-22.700,70.000,CP,3.300,3.635
32,6,2.600,315.000,-22.700,70.000,CP,3.346,3.134
32,7,2.750,315.000,-22.700,70.000,CP,3.141,2.775
32,8,2.600,315.000,-22.700,70.000,CP,3.055,3.010
32,9,4.275,315.000,-22.700,70.000,CP,3.634,3.855
32,10,4.825,315.000,-22.700,70.000,CP,4.691,4.758
32,11,5.200,315.000,-22.700,70.000,CP,5.404,5.275
32,12,4.925,315.000,-22.700,70.000,CP,5.473,5.626
32,13,4.875,315.000,-22.700,70.000,CP,5.542,6.293
32,14,5.725,315.000,-22.700,70.000,CP,6.192,7.301
32,15,7.950,315.000,-22.700,70.000,CP,7.085,8.237
32,16,8.050,315.000,-22.700,70.000,CP,7.563,8.822
32,17,6.957,315.000,-22.700,70.000,CP,7.606,9.107
32,18,7.300,315.000,-22.700,70.000,CP,7.638,9.169
32,19,7.575,315.000,-22.700,70.000,CP,7.707,8.949
32,20,8.400,315.000,-22.700,70.000,CP,7.458,8.440
32,21,7.625,315.000,-22.700,70.000,CP,6.801,7.770
32,22,6.800,315.000,-22.700,70.000,CP,6.091,7.062
32,23,6.050,315.000,-22.700,70.000,CP,5.626,6.359
33,0,5.750,315.000,-22.700,68.800,CP,5.324,5.699
33,1,5.450,315.000,-22.700,68.800,CP,4.879,5.095
33,2,5.150,315.000,-22.700,68.800,CP,4.220,4.606
33,3,5.300,315.000,-22.700,68.800,CP,3.565,4.247
33,4,4.750,315.000,-22.700,68.800,CP,3.239,3.967
33,5,3.850,315.000,-22.700,68.800,CP,3.288,3.613
33,6,3.550,315.000,-22.700,68.800,CP,3.353,3.118
33,7,3.450,315.000,-22.700,68.800,CP,3.167,2.767
33,8,3.050,315.000,-22.700,68.800,CP,3.077,3.008
33,9,5.050,315.000,-22.700,68.800,CP,3.638,3.855
33,10,4.475,315.000,-22.700,68.800,CP,4.685,4.759
33,11,4.250,315.000,-22.700,68.800,CP,5.401,5.277
33,12,4.125,315.000,-22.700,68.800,CP,5.465,5.627
33,13,5.600,315.000,-22.700,68.800,CP,5.519,6.290
33,14,6.450,315.000,-22.700,68.800,CP,6.161,7.294
33,15,6.725,315.000,-22.700,68.800,CP,7.058,8.229
33,16,7.325,315.000,-22.700,68.800,CP,7.539,8.819
33,17,8.350,315.000,-22.700,68.800,CP,7.581,9.113
33,18,9.025,315.000,-22.700,68.800,CP,7.618,9.180
33,19,9.700,315.000,-22.700,68.800,CP,7.702,8.959
33,20,9.625,315.000,-22.700,68.800,CP,7.466,8.447
33,21,8.050,315.000,-22.700,68.800,CP,6.814,7.778
33,22,6.700,315.000,-22.700,68.800,CP,6.105,7.077
33,23,5.300,315.000,-22.700,68.800,CP,5.641,6.376
44,0,5.450,315.000,-22.700,68.600,CP,5.441,5.792
44,1,4.650,315.000,-22.700,68.600,CP,4.920,5.031
44,2,4.650,315.000,-22.700,68.600,CP,4.212,4.420
44,3,4.800,315.000,-22.700,68.600,CP,3.497,4.005
44,4,5.500,315.000,-22.700,68.600,CP,3.083,3.706
44,5,5.700,315.000,-22.700,68.600,CP,3.153,3.366
44,6,5.500,315.000,-22.700,68.600,CP,3.432,2.934
44,7,4.150,315.000,-22.700,68.600,CP,3.452,2.675
44,8,3.750,315.000,-22.700,68.600,CP,3.319,2.985
44,9,4.100,315.000,-22.700,68.600,CP,3.672,3.858
44,10,4.650,315.000,-22.700,68.600,CP,4.621,4.771
44,11,4.850,315.000,-22.700,68.600,CP,5.368,5.299
44,12,5.375,315.000,-22.700,68.600,CP,5.381,5.642
44,13,4.400,315.000,-22.700,68.600,CP,5.270,6.263
44,14,4.450,315.000,-22.700,68.600,CP,5.817,7.215
44,15,6.050,315.000,-22.700,68.600,CP,6.752,8.139
44,16,7.000,315.000,-22.700,68.600,CP,7.270,8.789
44,17,8.425,315.000,-22.700,68.600,CP,7.301,9.180
44,18,10.350,315.000,-22.700,68.600,CP,7.400,9.305
44,19,8.975,315.000,-22.700,68.600,CP,7.647,9.067
44,20,8.113,315.000,-22.700,68.600,CP,7.552,8.515
44,21,8.825,315.000,-22.700,68.600,CP,6.951,7.867
44,22,9.250,315.000,-22.700,68.600,CP,6.263,7.240
44,23,7.800,315.000,-22.700,68.600,CP,5.806,6.563
52,0,3.450,315.000,-22.700,69.200,CP,5.241,5.356
52,1,3.300,315.000,-22.700,69.200,CP,4.612,4.586
52,2,3.200,315.000,-22.700,69.200,CP,3.898,3.969
52,3,3.300,315.000,-22.700,69.200,CP,3.264,3.584
52,4,3.150,315.000,-22.700,69.200,CP,2.963,3.392
52,5,2.950,315.000,-22.700,69.200,CP,3.100,3.181
52,6,3.500,315.000,-22.700,69.200,CP,3.352,2.810
52,7,1.800,315.000,-22.700,69.200,CP,3.296,2.531
52,8,1.950,315.000,-22.700,69.200,CP,3.121,2.810
52,9,3.800,315.000,-22.700,69.200,CP,3.507,3.697
52,10,5.100,315.000,-22.700,69.200,CP,4.547,4.667
52,11,5.650,315.000,-22.700,69.200,CP,5.414,5.259
52,12,5.675,315.000,-22.700,69.200,CP,5.539,5.636
52,13,5.050,315.000,-22.700,69.200,CP,5.481,6.266
52,14,5.000,315.000,-22.700,69.200,CP,6.033,7.247
52,15,6.975,315.000,-22.700,69.200,CP,7.015,8.250
52,16,8.925,315.000,-22.700,69.200,CP,7.660,8.978
52,17,9.900,315.000,-22.700,69.200,CP,7.806,9.381
52,18,9.475,315.000,-22.700,69.200,CP,7.889,9.469
52,19,7.925,315.000,-22.700,69.200,CP,8.018,9.206
52,20,7.325,315.000,-22.700,69.200,CP,7.823,8.625
52,21,7.475,315.000,-22.700,69.200,CP,7.173,7.866
52,22,7.000,315.000,-22.700,69.200,CP,6.402,7.042
52,23,6.800,315.000,-22.700,69.200,CP,5.784,6.195
59,0,4.350,315.000,-22.700,68.800,CP,5.030,4.911
59,1,3.650,315.000,-22.700,68.800,CP,4.300,4.146
59,2,3.850,315.000,-22.700,68.800,CP,3.585,3.535
59,3,4.050,315.000,-22.700,68.800,CP,3.036,3.185
59,4,4.350,315.000,-22.700,68.800,CP,2.857,3.102
59,5,3.300,315.000,-22.700,68.800,CP,3.059,3.019
59,6,3.450,315.000,-22.700,68.800,CP,3.265,2.702
59,7,3.600,315.000,-22.700,68.800,CP,3.113,2.395
59,8,2.900,315.000,-22.700,68.800,CP,2.901,2.636
59,9,3.950,315.000,-22.700,68.800,CP,3.339,3.536
59,10,4.475,315.000,-22.700,68.800,CP,4.478,4.563
59,11,5.775,315.000,-22.700,68.800,CP,5.463,5.217
59,12,7.725,315.000,-22.700,68.800,CP,5.704,5.628
59,13,7.675,315.000,-22.700,68.800,CP,5.714,6.270
59,14,7.775,315.000,-22.700,68.800,CP,6.281,7.286
59,15,8.675,315.000,-22.700,68.800,CP,7.304,8.368
59,16,9.275,315.000,-22.700,68.800,CP,8.074,9.169
59,17,9.125,315.000,-22.700,68.800,CP,8.335,9.577
59,18,10.325,315.000,-22.700,68.800,CP,8.398,9.622
59,19,10.625,315.000,-22.700,68.800,CP,8.394,9.334
59,20,8.775,315.000,-22.700,68.800,CP,8.086,8.730
59,21,6.025,315.000,-22.700,68.800,CP,7.381,7.857
59,22,5.600,315.000,-22.700,68.800,CP,6.527,6.830
59,23,6.350,315.000,-22.700,68.800,CP,5.747,5.810
60,0,4.650,315.000,-22.700,68.700,CP,5.000,4.848
60,1,3.750,315.000,-22.700,68.700,CP,4.256,4.083
60,2,3.750,315.000,-22.700,68.700,CP,3.541,3.473
60,3,3.600,315.000,-22.700,68.700,CP,3.004,3.128
60,4,3.550,315.000,-22.700,68.700,CP,2.842,3.060
60,5,3.500,315.000,-22.700,68.700,CP,3.053,2.996
60,6,3.900,315.000,-22.700,68.700,CP,3.253,2.686
60,7,3.400,315.000,-22.700,68.700,CP,3.087,2.375
60,8,2.300,315.000,-22.700,68.700,CP,2.869,2.612
60,9,3.700,315.000,-22.700,68.700,CP,3.315,3.513
60,10,5.063,315.000,-22.700,68.700,CP,4.468,4.548
60,11,5.375,315.000,-22.700,68.700,CP,5.470,5.211
60,12,6.725,315.000,-22.700,68.700,CP,5.727,5.627
60,13,6.125,315.000,-22.700,68.700,CP,5.747,6.271
60,14,6.700,315.000,-22.700,68.700,CP,6.316,7.292
60,15,7.850,315.000,-22.700,68.700,CP,7.346,8.385
60,16,8.450,315.000,-22.700,68.700,CP,8.133,9.196
60,17,9.325,315.000,-22.700,68.700,CP,8.411,9.605
60,18,10.275,315.000,-22.700,68.700,CP,8.470,9.644
60,19,10.975,315.000,-22.700,68.700,CP,8.448,9.352
60,20,10.325,315.000,-22.700,68.700,CP,8.124,8.744
60,21,8.650,315.000,-22.700,68.700,CP,7.411,7.856
60,22,7.600,315.000,-22.700,68.700,CP,6.545,6.800
60,23,5.950,315.000,-22.700,68.700,CP,5.742,5.755
61,0,4.750,315.000,-22.700,68.200,CP,4.970,4.784
61,1,4.650,315.000,-22.700,68.200,CP,4.211,4.021
61,2,4.200,315.000,-22.700,68.200,CP,3.496,3.411
61,3,3.250,315.000,-22.700,68.200,CP,2.972,3.071
61,4,3.150,315.000,-22.700,68.200,CP,2.827,3.019
61,5,3.300,315.000,-22.700,68.200,CP,3.047,2.973
61,6,3.000,315.000,-22.700,68.200,CP,3.240,2.671
61,7,2.800,315.000,-22.700,68.200,CP,3.061,2.356
61,8,2.450,315.000,-22.700,68.200,CP,2.838,2.587
61,9,4.050,315.000,-22.700,68.200,CP,3.291,3.490
61,10,4.650,315.000,-22.700,68.200,CP,4.458,4.533
61,11,5.750,315.000,-22.700,68.200,CP,5.477,5.205
61,12,6.175,315.000,-22.700,68.200,CP,5.751,5.626
61,13,6.075,315.000,-22.700,68.200,CP,5.780,6.272
61,14,7.400,315.000,-22.700,68.200,CP,6.352,7.297
61,15,9.025,315.000,-22.700,68.200,CP,7.387,8.402
61,16,10.425,315.000,-22.700,68.200,CP,8.192,9.224
61,17,10.275,315.000,-22.700,68.200,CP,8.487,9.633
61,18,10.425,315.000,-22.700,68.200,CP,8.543,9.666
61,19,9.125,315.000,-22.700,68.200,CP,8.501,9.371
61,20,8.025,315.000,-22.700,68.200,CP,8.161,8.759
61,21,7.125,315.000,-22.700,68.200,CP,7.441,7.854
61,22,5.950,315.000,-22.700,68.200,CP,6.563,6.769
61,23,5.850,315.000,-22.700,68.200,CP,5.737,5.700
75,0,3.100,315.000,-22.700,68.800,CP,4.488,3.900
75,1,2.900,315.000,-22.700,68.800,CP,3.580,3.157
75,2,2.750,315.000,-22.700,68.800,CP,2.885,2.575
75,3,2.700,315.000,-22.700,68.800,CP,2.531,2.312
75,4,2.650,315.000,-22.700,68.800,CP,2.623,2.463
75,5,3.000,315.000,-22.700,68.800,CP,2.971,2.658
75,6,2.700,315.000,-22.700,68.800,CP,3.080,2.465
75,7,2.200,315.000,-22.700,68.800,CP,2.722,2.098
75,8,2.050,315.000,-22.700,68.800,CP,2.429,2.257
75,9,3.250,315.000,-22.700,68.800,CP,2.969,3.187
75,10,4.950,315.000,-22.700,68.800,CP,4.310,4.344
75,11,5.275,315.000,-22.700,68.800,CP,5.550,5.136
75,12,5.813,315.000,-22.700,68.800,CP,6.056,5.624
75,13,6.675,315.000,-22.700,68.800,CP,6.223,6.296
75,14,6.025,315.000,-22.700,68.800,CP,6.811,7.382
75,15,7.300,315.000,-22.700,68.800,CP,7.909,8.616
75,16,8.400,315.000,-22.700,68.800,CP,8.939,9.560
75,17,9.125,315.000,-22.700,68.800,CP,9.446,9.981
75,18,8.475,315.000,-22.700,68.800,CP,9.455,9.939
75,19,8.825,315.000,-22.700,68.800,CP,9.148,9.578
75,20,10.063,315.000,-22.700,68.800,CP,8.573,8.884
75,21,9.200,315.000,-22.700,68.800,CP,7.719,7.750
75,22,5.950,315.000,-22.700,68.800,CP,6.661,6.295
75,23,4.700,315.000,-22.700,68.800,CP,5.541,4.918
76,0,3.600,315.000,-22.700,68.600,CP,4.397,3.841
76,1,3.500,315.000,-22.700,68.600,CP,3.529,3.111
76,2,3.350,315.000,-22.700,68.600,CP,2.856,2.546
76,3,3.450,315.000,-22.700,68.600,CP,2.513,2.293
76,4,3.450,315.000,-22.700,68.600,CP,2.615,2.446
76,5,3.600,315.000,-22.700,68.600,CP,2.972,2.646
76,6,3.300,315.000,-22.700,68.600,CP,3.081,2.459
76,7,3.100,315.000,-22.700,68.600,CP,2.723,2.094
76,8,2.900,315.000,-22.700,68.600,CP,2.427,2.250
76,9,4.100,315.000,-22.700,68.600,CP,2.960,3.183
76,10,5.250,315.000,-22.700,68.600,CP,4.290,4.349
76,11,6.663,315.000,-22.700,68.600,CP,5.532,5.145
76,12,6.175,315.000,-22.700,68.600,CP,6.056,5.635
76,13,7.725,315.000,-22.700,68.600,CP,6.233,6.312
76,14,6.725,315.000,-22.700,68.600,CP,6.812,7.395
76,15,7.425,315.000,-22.700,68.600,CP,7.892,8.611
76,16,8.925,315.000,-22.700,68.600,CP,8.915,9.541
76,17,9.325,315.000,-22.700,68.600,CP,9.421,9.966
76,18,10.200,315.000,-22.700,68.600,CP,9.422,9.929
76,19,11.075,315.000,-22.700,68.600,CP,9.097,9.547
76,20,11.625,315.000,-22.700,68.600,CP,8.496,8.817
76,21,10.600,315.000,-22.700,68.600,CP,7.610,7.664
76,22,7.650,315.000,-22.700,68.600,CP,6.529,6.216
76,23,5.700,315.000,-22.700,68.600,CP,5.415,4.852
87,0,3.000,315.000,-22.700,68.100,CP,3.406,3.195
87,1,2.750,315.000,-22.700,68.100,CP,2.968,2.599
87,2,2.900,315.000,-22.700,68.100,CP,2.539,2.228
87,3,2.950,315.000,-22.700,68.100,CP,2.316,2.090
87,4,2.750,315.000,-22.700,68.100,CP,2.536,2.262
87,5,2.750,315.000,-22.700,68.100,CP,2.979,2.506
87,6,3.050,315.000,-22.700,68.100,CP,3.098,2.397
87,7,2.800,315.000,-22.700,68.100,CP,2.726,2.041
87,8,2.350,315.000,-22.700,68.100,CP,2.414,2.163
87,9,3.350,315.000,-22.700,68.100,CP,2.856,3.135
87,10,4.863,315.000,-22.700,68.100,CP,4.068,4.395
87,11,4.875,315.000,-22.700,68.100,CP,5.340,5.243
87,12,5.275,315.000,-22.700,68.100,CP,6.054,5.761
87,13,5.975,315.000,-22.700,68.100,CP,6.345,6.487
87,14,6.975,315.000,-22.700,68.100,CP,6.814,7.533
87,15,7.975,315.000,-22.700,68.100,CP,7.712,8.559
87,16,8.675,315.000,-22.700,68.100,CP,8.659,9.331
87,17,9.325,315.000,-22.700,68.100,CP,9.150,9.804
87,18,10.475,315.000,-22.700,68.100,CP,9.061,9.822
87,19,10.700,315.000,-22.700,68.100,CP,8.539,9.208
87,20,9.150,315.000,-22.700,68.100,CP,7.653,8.070
87,21,7.650,315.000,-22.700,68.100,CP,6.416,6.711
87,22,4.850,315.000,-22.700,68.100,CP,5.076,5.348
87,23,4.200,315.000,-22.700,68.100,CP,4.029,4.123
93,0,2.750,315.000,-22.700,70.600,CP,2.866,2.843
93,1,3.200,315.000,-22.700,70.600,CP,2.663,2.319
93,2,2.450,315.000,-22.700,70.600,CP,2.367,2.054
93,3,2.100,315.000,-22.700,70.600,CP,2.209,1.979
93,4,2.550,315.000,-22.700,70.600,CP,2.494,2.161
93,5,2.650,315.000,-22.700,70.600,CP,2.984,2.430
93,6,3.350,315.000,-22.700,70.600,CP,3.107,2.364
93,7,2.200,315.000,-22.700,70.600,CP,2.728,2.013
93,8,2.200,315.000,-22.700,70.600,CP,2.406,2.116
93,9,2.900,315.000,-22.700,70.600,CP,2.800,3.109
93,10,4.750,315.000,-22.700,70.600,CP,3.947,4.421
93,11,5.400,315.000,-22.700,70.600,CP,5.235,5.296
93,12,5.675,315.000,-22.700,70.600,CP,6.052,5.830
93,13,6.425,315.000,-22.700,70.600,CP,6.406,6.582
93,14,7.775,315.000,-22.700,70.600,CP,6.816,7.609
93,15,8.575,315.000,-22.700,70.600,CP,7.614,8.530
93,16,9.675,315.000,-22.700,70.600,CP,8.520,9.217
93,17,9.375,315.000,-22.700,70.600,CP,9.002,9.715
93,18,9.225,315.000,-22.700,70.600,CP,8.864,9.763
93,19,7.975,315.000,-22.700,70.600,CP,8.235,9.023
93,20,6.150,315.000,-22.700,70.600,CP,7.193,7.664
93,21,4.950,315.000,-22.700,70.600,CP,5.765,6.192
93,22,3.700,315.000,-22.700,70.600,CP,4.283,4.874
93,23,2.850,315.000,-22.700,70.600,CP,3.273,3.726
94,0,2.450,315.000,-22.700,70.300,CP,2.776,2.785
94,1,2.900,315.000,-22.700,70.300,CP,2.612,2.273
94,2,2.750,315.000,-22.700,70.300,CP,2.338,2.025
94,3,2.750,315.000,-22.700,70.300,CP,2.191,1.960
94,4,2.350,315.000,-22.700,70.300,CP,2.487,2.144
94,5,2.450,315.000,-22.700,70.300,CP,2.984,2.418
94,6,2.150,315.000,-22.700,70.300,CP,3.108,2.358
94,7,1.900,315.000,-22.700,70.300,CP,2.728,2.008
94,8,3.050,315.000,-22.700,70.300,CP,2.405,2.108
94,9,5.175,315.000,-22.700,70.300,CP,2.791,3.105
94,10,5.650,315.000,-22.700,70.300,CP,3.927,4.425
94,11,6.175,315.000,-22.700,70.300,CP,5.218,5.305
94,12,7.175,315.000,-22.700,70.300,CP,6.052,5.841
94,13,8.025,315.000,-22.700,70.300,CP,6.416,6.598
94,14,9.125,315.000,-22.700,70.300,CP,6.816,7.621
94,15,10.500,315.000,-22.700,70.300,CP,7.597,8.525
94,16,11.125,315.000,-22.700,70.300,CP,8.496,9.198
94,17,11.350,315.000,-22.700,70.300,CP,8.978,9.700
94,18,10.725,315.000,-22.700,70.300,CP,8.831,9.753
94,19,9.550,315.000,-22.700,70.300,CP,8.184,8.992
94,20,5.600,315.000,-22.700,70.300,CP,7.116,7.596
94,21,4.850,315.000,-22.700,70.300,CP,5.656,6.105
95,0,2.200,315.000,-22.700,71.800,CP,2.685,2.726
95,1,2.350,315.000,-22.700,71.800,CP,2.561,2.226
95,2,2.350,315.000,-22.700,71.800,CP,2.309,1.996
95,3,2.600,315.000,-22.700,71.800,CP,2.173,1.942
95,4,2.650,315.000,-22.700,71.800,CP,2.479,2.128
95,5,3.150,315.000,-22.700,71.800,CP,2.985,2.405
95,6,2.250,315.000,-22.700,71.800,CP,3.110,2.352
95,7,1.750,315.000,-22.700,71.800,CP,2.728,2.003
95,8,1.600,315.000,-22.700,71.800,CP,2.404,2.100
95,9,2.850,315.000,-22.700,71.800,CP,2.781,3.100
95,10,4.641,315.000,-22.700,71.800,CP,3.907,4.429
95,11,5.575,315.000,-22.700,71.800,CP,5.200,5.314
95,12,6.925,315.000,-22.700,71.800,CP,6.052,5.853
95,13,8.075,315.000,-22.700,71.800,CP,6.427,6.614
95,14,9.775,315.000,-22.700,71.800,CP,6.816,7.634
95,15,10.425,315.000,-22.700,71.800,CP,7.581,8.521
95,16,11.375,315.000,-22.700,71.800,CP,8.473,9.179
95,17,11.825,315.000,-22.700,71.800,CP,8.953,9.686
95,18,12.475,315.000,-22.700,71.800,CP,8.798,9.743
95,19,10.925,315.000,-22.700,71.800,CP,8.134,8.961
95,20,7.750,315.000,-22.700,71.800,CP,7.039,7.528
95,21,5.300,315.000,-22.700,71.800,CP,5.548,6.019
95,22,3.450,315.000,-22.700,71.800,CP,4.019,4.716
95,23,2.600,315.000,-22.700,71.800,CP,3.021,3.593
98,0,2.000,315.000,-22.700,78.800,CP,2.415,2.550
98,1,2.300,315.000,-22.700,78.800,CP,2.408,2.086
98,2,2.450,315.000,-22.700,78.800,CP,2.223,1.910
98,3,2.800,315.000,-22.700,78.800,CP,2.119,1.887
98,4,2.850,315.000,-22.700,78.800,CP,2.458,2.077
98,5,2.200,315.000,-22.700,78.800,CP,2.988,2.367
98,6,2.000,315.000,-22.700,78.800,CP,3.114,2.335
98,7,2.400,315.000,-22.700,78.800,CP,2.729,1.989
98,8,2.850,315.000,-22.700,78.800,CP,2.400,2.077
98,9,4.856,315.000,-22.700,78.800,CP,2.753,3.087
98,10,5.350,315.000,-22.700,78.800,CP,3.847,4.442
98,11,6.713,315.000,-22.700,78.800,CP,5.148,5.341
98,12,8.325,315.000,-22.700,78.800,CP,6.052,5.887
98,13,8.525,315.000,-22.700,78.800,CP,6.457,6.662
98,14,7.225,315.000,-22.700,78.800,CP,6.817,7.671
98,15,6.500,315.000,-22.700,78.800,CP,7.532,8.506
98,16,7.175,315.000,-22.700,78.800,CP,8.403,9.121
98,17,8.900,315.000,-22.700,78.800,CP,8.879,9.641
98,18,9.550,315.000,-22.700,78.800,CP,8.699,9.714
98,19,7.700,315.000,-22.700,78.800,CP,7.982,8.869
98,20,5.450,315.000,-22.700,78.800,CP,6.809,7.324
98,21,3.550,315.000,-22.700,78.800,CP,5.222,5.759
98,22,2.550,315.000,-22.700,78.800,CP,3.623,4.479
100,0,2.050,315.000,-22.700,78.400,CP,2.235,2.433
100,1,2.200,315.000,-22.700,78.400,CP,2.307,1.993
100,2,2.450,315.000,-22.700,78.400,CP,2.166,1.852
100,3,2.550,315.000,-22.700,78.400,CP,2.084,1.850
100,4,1.950,315.000,-22.700,78.400,CP,2.444,2.044
100,5,2.000,315.000,-22.700,78.400,CP,2.989,2.342
100,6,1.950,315.000,-22.700,78.400,CP,3.117,2.324
100,7,1.850,315.000,-22.700,78.400,CP,2.730,1.979
100,8,1.850,315.000,-22.700,78.400,CP,2.398,2.061
100,9,2.400,315.000,-22.700,78.400,CP,2.735,3.079
100,10,5.512,315.000,-22.700,78.400,CP,3.806,4.450
100,11,6.700,315.000,-22.700,78.400,CP,5.113,5.358
100,12,8.825,315.000,-22.700,78.400,CP,6.051,5.910
100,13,9.075,315.000,-22.700,78.400,CP,6.477,6.693
100,14,10.150,315.000,-22.700,78.400,CP,6.817,7.696
100,15,9.125,315.000,-22.700,78.400,CP,7.499,8.497
100,16,8.425,315.000,-22.700,78.400,CP,8.357,9.083
100,17,9.525,315.000,-22.700,78.400,CP,8.830,9.612
100,18,9.700,315.000,-22.700,78.400,CP,8.634,9.695
100,19,8.150,315.000,-22.700,78.400,CP,7.880,8.807
100,20,7.200,315.000,-22.700,78.400,CP,6.656,7.189
100,21,5.200,315.000,-22.700,78.400,CP,5.005,5.586
100,22,3.250,315.000,-22.700,78.400,CP,3.359,4.321
100,23,2.450,315.000,-22.700,78.400,CP,2.392,3.262
121,0,2.500,315.000,-22.700,68.700,CP,1.924,1.888
121,1,2.700,315.000,-22.700,68.700,CP,2.301,1.601
121,2,1.900,315.000,-22.700,68.700,CP,2.320,1.432
121,3,2.050,315.000,-22.700,68.700,CP,2.379,1.480
121,4,2.650,315.000,-22.700,68.700,CP,2.776,1.813
121,5,1.650,315.000,-22.700,68.700,CP,3.133,2.144
121,6,1.850,315.000,-22.700,68.700,CP,2.983,2.094
121,7,1.900,315.000,-22.700,68.700,CP,2.468,1.858
121,8,1.600,315.000,-22.700,68.700,CP,2.182,2.128
121,9,2.400,315.000,-22.700,68.700,CP,2.552,3.154
121,10,4.557,315.000,-22.700,68.700,CP,3.512,4.366
121,11,5.025,315.000,-22.700,68.700,CP,4.596,5.194
121,12,5.325,315.000,-22.700,68.700,CP,5.333,5.765
121,13,5.775,315.000,-22.700,68.700,CP,5.695,6.460
121,14,7.325,315.000,-22.700,68.700,CP,6.080,7.239
121,15,6.425,315.000,-22.700,68.700,CP,6.712,7.854
121,16,6.512,315.000,-22.700,68.700,CP,7.298,8.315
121,17,4.825,315.000,-22.700,68.700,CP,7.477,8.677
121,18,4.950,315.000,-22.700,68.700,CP,7.261,8.618
121,19,5.825,315.000,-22.700,68.700,CP,6.708,7.747
121,20,5.063,315.000,-22.700,68.700,CP,5.565,6.193
121,21,4.650,315.000,-22.700,68.700,CP,3.807,4.530
121,22,4.050,315.000,-22.700,68.700,CP,2.192,3.221
121,23,2.450,315.000,-22.700,68.700,CP,1.598,2.375
122,0,2.250,315.000,-22.700,70.300,CP,1.933,1.872
122,1,2.550,315.000,-22.700,70.300,CP,2.317,1.592
122,2,1.950,315.000,-22.700,70.300,CP,2.339,1.415
