DayOfYear,Hour,foF2,Longitude,Latitude,F10.7
17,12,3.0,283.2,-12.0,
17,13,5.125,283.2,-12.0,
17,14,5.65,283.2,-12.0,
17,15,5.15,283.2,-12.0,
17,16,6.05,283.2,-12.0,
17,17,6.1,283.2,-12.0,
17,18,6.05,283.2,-12.0,
17,20,7.75,283.2,-12.0,
17,21,8.3,283.2,-12.0,
17,22,8.1,283.2,-12.0,
17,23,8.55,283.2,-12.0,
17,24,7.85,283.2,-12.0,
18,1,6.8,283.2,-12.0,
18,2,6.7,283.2,-12.0,
18,3,6.2,283.2,-12.0,
18,4,4.7,283.2,-12.0,
18,5,5.9,283.2,-12.0,
18,6,4.4,283.2,-12.0,
18,7,2.9,283.2,-12.0,
18,8,2.5,283.2,-12.0,
18,10,3.0,283.2,-12.0,
18,12,3.0,283.2,-12.0,
18,13,5.204,283.2,-12.0,
18,14,5.95,283.2,-12.0,
18,15,7.25,283.2,-12.0,
18,16,6.85,283.2,-12.0,
18,18,5.4,283.2,-12.0,
18,19,5.607,283.2,-12.0,
18,20,5.95,283.2,-12.0,
18,21,6.3,283.2,-12.0,
18,22,6.95,283.2,-12.0,
18,23,7.25,283.2,-12.0,
18,24,6.95,283.2,-12.0,
19,1,7.2,283.2,-12.0,
19,2,7.1,283.2,-12.0,
19,3,8.5,283.2,-12.0,
19,4,6.7,283.2,-12.0,
19,5,3.6,283.2,-12.0,
19,6,4.1,283.2,-12.0,
19,7,3.6,283.2,-12.0,
19,8,3.4,283.2,-12.0,
19,9,2.7,283.2,-12.0,
19,10,2.8,283.2,-12.0,
19,11,3.0,283.2,-12.0,
19,12,3.3,283.2,-12.0,
19,13,4.725,283.2,-12.0,
19,14,5.313,283.2,-12.0,
19,15,5.55,283.2,-12.0,
19,16,5.35,283.2,-12.0,
19,18,5.9,283.2,-12.0,
19,19,6.2,283.2,-12.0,
19,20,6.6,283.2,-12.0,
19,21,7.4,283.2,-12.0,
19,22,7.8,283.2,-12.0,
19,23,7.6,283.2,-12.0,
19,24,7.2,283.2,-12.0,
20,1,7.6,283.2,-12.0,
20,2,6.4,283.2,-12.0,
20,3,5.6,283.2,-12.0,
20,4,3.6,283.2,-12.0,
20,5,3.3,283.2,-12.0,
20,6,3.8,283.2,-12.0,
20,7,4.0,283.2,-12.0,
20,8,3.6,283.2,-12.0,
20,12,3.1,283.2,-12.0,
20,13,5.35,283.2,-12.0,
20,14,6.15,283.2,-12.0,
20,15,6.45,283.2,-12.0,
20,16,6.35,283.2,-12.0,
20,17,5.85,283.2,-12.0,
20,18,6.6,283.2,-12.0,
20,19,6.85,283.2,-12.0,
20,20,6.925,283.2,-12.0,
20,21,7.65,283.2,-12.0,
20,22,7.95,283.2,-12.0,
20,23,8.125,283.2,-12.0,
20,24,7.85,283.2,-12.0,
21,1,8.2,283.2,-12.0,
21,2,7.8,283.2,-12.0,
21,3,7.1,283.2,-12.0,
21,4,4.7,283.2,-12.0,
21,5,4.0,283.2,-12.0,
21,6,3.9,283.2,-12.0,
21,7,4.0,283.2,-12.0,
21,8,3.3,283.2,-12.0,
21,9,2.9,283.2,-12.0,
21,10,3.1,283.2,-12.0,
21,12,3.1,283.2,-12.0,
21,13,4.95,283.2,-12.0,
21,14,3.9,283.2,-12.0,
21,15,5.404,283.2,-12.0,
21,16,6.15,283.2,-12.0,
21,17,5.202,283.2,-12.0,
21,19,5.7,283.2,-12.0,
21,20,6.3,283.2,-12.0,
21,21,6.9,283.2,-12.0,
21,22,7.263,283.2,-12.0,
21,23,6.85,283.2,-12.0,
21,24,6.875,283.2,-12.0,
22,1,5.9,283.2,-12.0,
22,2,5.0,283.2,-12.0,
22,3,4.9,283.2,-12.0,
22,4,4.5,283.2,-12.0,
22,5,3.7,283.2,-12.0,
22,6,3.6,283.2,-12.0,
22,7,3.3,283.2,-12.0,
22,12,3.75,283.2,-12.0,
22,13,4.75,283.2,-12.0,
22,14,5.55,283.2,-12.0,
24,15,7.004,283.2,-12.0,
24,16,7.15,283.2,-12.0,
24,17,7.15,283.2,-12.0,
24,18,7.35,283.2,-12.0,
24,19,6.75,283.2,-12.0,
24,20,7.05,283.2,-12.0,
24,21,7.05,283.2,-12.0,
24,22,7.85,283.2,-12.0,
24,23,8.125,283.2,-12.0,
24,24,8.0,283.2,-12.0,
25,1,6.8,283.2,-12.0,
25,2,5.8,283.2,-12.0,
25,3,4.7,283.2,-12.0,
25,4,3.6,283.2,-12.0,
25,5,3.4,283.2,-12.0,
25,6,4.0,283.2,-12.0,
25,7,3.3,283.2,-12.0,
25,8,3.1,283.2,-12.0,
25,9,2.6,283.2,-12.0,
25,10,2.6,283.2,-12.0,
25,12,3.5,283.2,-12.0,
25,13,4.95,283.2,-12.0,
25,14,5.85,283.2,-12.0,
25,15,6.925,283.2,-12.0,
25,16,7.557,283.2,-12.0,
25,17,8.25,283.2,-12.0,
25,18,8.207,283.2,-12.0,
25,19,8.007,283.2,-12.0,
25,20,7.325,283.2,-12.0,
25,21,7.25,283.2,-12.0,
25,22,7.15,283.2,-12.0,
25,23,7.35,283.2,-12.0,
25,24,7.55,283.2,-12.0,
26,1,7.2,283.2,-12.0,
26,2,6.7,283.2,-12.0,
26,3,6.0,283.2,-12.0,
26,4,6.6,283.2,-12.0,
26,5,5.8,283.2,-12.0,
26,6,6.2,283.2,-12.0,
26,7,4.8,283.2,-12.0,
26,8,3.2,283.2,-12.0,
26,9,3.1,283.2,-12.0,
26,12,3.2,283.2,-12.0,
26,13,4.95,283.2,-12.0,
26,14,6.05,283.2,-12.0,
26,15,6.15,283.2,-12.0,
26,16,6.95,283.2,-12.0,
26,17,7.65,283.2,-12.0,
26,18,8.0,283.2,-12.0,
26,19,7.05,283.2,-12.0,
26,20,6.75,283.2,-12.0,
26,21,6.65,283.2,-12.0,
26,22,6.45,283.2,-12.0,
26,23,6.35,283.2,-12.0,
26,24,5.613,283.2,-12.0,
27,1,6.0,283.2,-12.0,
27,2,6.0,283.2,-12.0,
27,3,8.7,283.2,-12.0,
27,4,8.1,283.2,-12.0,
27,5,7.3,283.2,-12.0,
27,6,5.8,283.2,-12.0,
27,7,3.7,283.2,-12.0,
27,12,3.2,283.2,-12.0,
27,13,5.602,283.2,-12.0,
27,14,5.95,283.2,-12.0,
27,15,5.45,283.2,-12.0,
27,16,6.65,283.2,-12.0,
27,17,6.904,283.2,-12.0,
27,18,7.413,283.2,-12.0,
27,19,6.15,283.2,-12.0,
27,20,6.3,283.2,-12.0,
27,21,6.525,283.2,-12.0,
27,22,7.2,283.2,-12.0,
27,23,7.713,283.2,-12.0,
27,24,7.75,283.2,-12.0,
28,1,7.1,283.2,-12.0,
28,2,6.7,283.2,-12.0,
28,3,6.5,283.2,-12.0,
28,4,7.1,283.2,-12.0,
28,5,6.5,283.2,-12.0,
28,6,5.7,283.2,-12.0,
28,7,4.2,283.2,-12.0,
28,8,2.9,283.2,-12.0,
28,10,2.5,283.2,-12.0,
28,12,2.8,283.2,-12.0,
28,13,4.85,283.2,-12.0,
28,14,6.05,283.2,-12.0,
28,15,6.2,283.2,-12.0,
28,16,6.925,283.2,-12.0,
28,17,6.35,283.2,-12.0,
28,18,6.65,283.2,-12.0,
28,19,6.713,283.2,-12.0,
28,20,6.775,283.2,-12.0,
28,21,7.05,283.2,-12.0,
28,22,7.3,283.2,-12.0,
28,23,7.45,283.2,-12.0,
28,24,4.7,283.2,-12.0,
29,1,5.2,283.2,-12.0,
29,2,4.7,283.2,-12.0,
29,3,4.8,283.2,-12.0,
29,4,5.2,283.2,-12.0,
29,5,5.8,283.2,-12.0,
29,6,5.5,283.2,-12.0,
29,7,4.8,283.2,-12.0,
29,8,3.7,283.2,-12.0,
29,11,2.7,283.2,-12.0,
29,12,3.1,283.2,-12.0,
29,13,5.602,283.2,-12.0,
29,14,5.85,283.2,-12.0,
29,15,6.825,283.2,-12.0,
29,16,6.95,283.2,-12.0,
29,17,6.9,283.2,-12.0,
29,18,8.025,283.2,-12.0,
29,19,7.25,283.2,-12.0,
29,20,6.3,283.2,-12.0,
29,21,6.575,283.2,-12.0,
29,22,7.05,283.2,-12.0,
29,23,7.15,283.2,-12.0,
29,24,8.25,283.2,-12.0,
30,1,7.4,283.2,-12.0,
30,2,6.2,283.2,-12.0,
30,3,7.6,283.2,-12.0,
30,4,4.4,283.2,-12.0,
30,5,5.2,283.2,-12.0,
30,6,5.6,283.2,-12.0,
30,7,4.8,283.2,-12.0,
30,8,3.6,283.2,-12.0,
30,12,2.8,283.2,-12.0,
30,13,5.55,283.2,-12.0,
30,14,6.107,283.2,-12.0,
30,15,6.713,283.2,-12.0,
30,16,6.35,283.2,-12.0,
30,17,6.2,283.2,-12.0,
30,18,6.85,283.2,-12.0,
30,19,7.35,283.2,-12.0,
30,20,7.75,283.2,-12.0,
30,21,8.15,283.2,-12.0,
30,22,7.925,283.2,-12.0,
30,23,7.15,283.2,-12.0,
30,24,5.55,283.2,-12.0,
31,1,5.9,283.2,-12.0,
31,2,4.7,283.2,-12.0,
31,3,4.7,283.2,-12.0,
31,4,8.2,283.2,-12.0,
31,5,6.6,283.2,-12.0,
31,6,5.7,283.2,-12.0,
31,7,4.1,283.2,-12.0,
31,8,3.5,283.2,-12.0,
31,11,2.4,283.2,-12.0,
31,12,4.1,283.2,-12.0,
31,13,5.607,283.2,-12.0,
31,14,6.85,283.2,-12.0,
31,15,7.15,283.2,-12.0,
31,16,7.05,283.2,-12.0,
31,17,7.2,283.2,-12.0,
31,18,7.35,283.2,-12.0,
31,19,7.95,283.2,-12.0,
31,20,7.95,283.2,-12.0,
31,21,7.45,283.2,-12.0,
31,22,7.25,283.2,-12.0,
31,23,7.95,283.2,-12.0,
31,24,5.85,283.2,-12.0,
32,1,4.6,283.2,-12.0,
32,2,6.9,283.2,-12.0,
32,3,6.8,283.2,-12.0,
32,4,5.9,283.2,-12.0,
32,5,5.7,283.2,-12.0,
32,6,5.0,283.2,-12.0,
32,7,4.9,283.2,-12.0,
32,8,5.6,283.2,-12.0,
32,9,3.9,283.2,-12.0,
32,12,2.9,283.2,-12.0,
32,13,5.801,283.2,-12.0,
32,14,6.801,283.2,-12.0,
32,15,7.407,283.2,-12.0,
32,16,7.307,283.2,-12.0,
32,17,7.35,283.2,-12.0,
32,18,7.25,283.2,-12.0,
32,19,7.35,283.2,-12.0,
32,20,8.15,283.2,-12.0,
32,21,9.325,283.2,-12.0,
32,22,8.9,283.2,-12.0,
32,23,8.95,283.2,-12.0,
32,24,8.55,283.2,-12.0,
33,1,7.3,283.2,-12.0,
33,2,6.8,283.2,-12.0,
33,3,6.2,283.2,-12.0,
33,4,5.2,283.2,-12.0,
33,5,7.1,283.2,-12.0,
33,6,3.3,283.2,-12.0,
33,7,6.2,283.2,-12.0,
33,8,5.4,283.2,-12.0,
33,9,4.0,283.2,-12.0,
33,10,3.0,283.2,-12.0,
33,11,3.7,283.2,-12.0,
33,12,4.4,283.2,-12.0,
33,13,5.925,283.2,-12.0,
33,14,6.95,283.2,-12.0,
33,15,6.413,283.2,-12.0,
33,16,5.607,283.2,-12.0,
33,17,6.75,283.2,-12.0,
33,18,6.3,283.2,-12.0,
33,19,6.85,283.2,-12.0,
33,20,7.25,283.2,-12.0,
33,21,7.55,283.2,-12.0,
33,22,7.825,283.2,-12.0,
33,23,8.525,283.2,-12.0,
33,24,7.95,283.2,-12.0,
34,1,7.3,283.2,-12.0,
34,2,6.4,283.2,-12.0,
34,3,5.2,283.2,-12.0,
34,4,5.3,283.2,-12.0,
34,5,5.5,283.2,-12.0,
34,6,7.2,283.2,-12.0,
34,7,5.4,283.2,-12.0,
34,8,4.2,283.2,-12.0,
34,9,4.0,283.2,-12.0,
34,10,3.0,283.2,-12.0,
34,11,4.0,283.2,-12.0,
34,12,3.9,283.2,-12.0,
34,13,4.95,283.2,-12.0,
34,14,6.301,283.2,-12.0,
34,15,6.75,283.2,-12.0,
34,16,7.25,283.2,-12.0,
34,17,7.607,283.2,-12.0,
34,18,7.825,283.2,-12.0,
34,19,7.55,283.2,-12.0,
34,20,8.25,283.2,-12.0,
34,21,8.35,283.2,-12.0,
34,22,8.15,283.2,-12.0,
34,23,7.8,283.2,-12.0,
34,24,7.5,283.2,-12.0,
35,1,7.0,283.2,-12.0,
35,2,7.0,283.2,-12.0,
35,3,6.6,283.2,-12.0,
35,4,6.6,283.2,-12.0,
35,5,7.1,283.2,-12.0,
35,6,5.5,283.2,-12.0,
35,7,6.7,283.2,-12.0,
35,8,5.4,283.2,-12.0,
35,9,3.9,283.2,-12.0,
35,10,2.8,283.2,-12.0,
35,12,3.1,283.2,-12.0,
35,13,5.15,283.2,-12.0,
35,14,6.35,283.2,-12.0,
35,15,7.35,283.2,-12.0,
35,16,7.45,283.2,-12.0,
35,17,7.502,283.2,-12.0,
35,18,6.65,283.2,-12.0,
35,19,5.8,283.2,-12.0,
35,20,6.6,283.2,-12.0,
35,21,7.35,283.2,-12.0,
35,22,7.85,283.2,-12.0,
35,23,7.65,283.2,-12.0,
35,24,8.05,283.2,-12.0,
36,1,6.3,283.2,-12.0,
36,2,5.6,283.2,-12.0,
36,3,5.9,283.2,-12.0,
36,4,5.1,283.2,-12.0,
36,5,5.4,283.2,-12.0,
36,6,4.8,283.2,-12.0,
36,7,4.8,283.2,-12.0,
36,8,5.4,283.2,-12.0,
36,9,3.9,283.2,-12.0,
36,10,3.0,283.2,-12.0,
36,12,3.3,283.2,-12.0,
36,13,5.05,283.2,-12.0,
36,14,6.05,283.2,-12.0,
36,15,7.625,283.2,-12.0,
36,16,7.825,283.2,-12.0,
36,17,7.825,283.2,-12.0,
36,18,6.85,283.2,-12.0,
36,19,6.05,283.2,-12.0,
36,20,6.65,283.2,-12.0,
36,21,7.85,283.2,-12.0,
36,22,7.925,283.2,-12.0,
36,23,7.85,283.2,-12.0,
36,24,7.7,283.2,-12.0,
37,1,7.9,283.2,-12.0,
37,2,7.0,283.2,-12.0,
37,3,5.8,283.2,-12.0,
37,4,8.3,283.2,-12.0,
37,5,7.1,283.2,-12.0,
37,6,4.1,283.2,-12.0,
37,7,4.4,283.2,-12.0,
37,8,3.5,283.2,-12.0,
37,12,3.2,283.2,-12.0,
37,13,5.15,283.2,-12.0,
37,14,6.05,283.2,-12.0,
37,15,6.625,283.2,-12.0,
37,16,6.95,283.2,-12.0,
37,17,6.05,283.2,-12.0,
37,18,6.4,283.2,-12.0,
37,19,5.75,283.2,-12.0,
37,20,6.3,283.2,-12.0,
37,21,7.35,283.2,-12.0,
37,22,7.55,283.2,-12.0,
37,23,7.25,283.2,-12.0,
37,24,5.9,283.2,-12.0,
38,1,4.8,283.2,-12.0,
38,2,5.6,283.2,-12.0,
38,3,4.7,283.2,-12.0,
38,4,5.2,283.2,-12.0,
38,5,4.6,283.2,-12.0,
38,6,4.0,283.2,-12.0,
38,7,4.1,283.2,-12.0,
38,8,4.2,283.2,-12.0,
