DayOfYear,Hour,foF2,Longitude,Latitude,F10.7,Station,foF2_C,foF2_U
172,5,3.900,283.200,-12.000,68.600,Jicamarca,3.448,3.341
172,6,3.600,283.200,-12.000,68.600,Jicamarca,2.839,2.916
172,7,3.100,283.200,-12.000,68.600,Jicamarca,2.606,2.698
172,8,4.413,283.200,-12.000,68.600,Jicamarca,2.391,2.438
172,9,5.650,283.200,-12.000,68.600,Jicamarca,1.806,2.200
172,10,5.213,283.200,-12.000,68.600,Jicamarca,1.392,2.426
172,11,4.850,283.200,-12.000,68.600,Jicamarca,2.099,3.358
172,12,4.807,283.200,-12.000,68.600,Jicamarca,3.821,4.609
172,13,5.100,283.200,-12.000,68.600,Jicamarca,5.337,5.517
172,14,5.750,283.200,-12.000,68.600,Jicamarca,5.845,5.807
172,15,6.050,283.200,-12.000,68.600,Jicamarca,5.740,5.714
172,16,6.600,283.200,-12.000,68.600,Jicamarca,5.680,5.578
172,17,4.407,283.200,-12.000,68.600,Jicamarca,5.704,5.538
172,18,5.700,283.200,-12.000,68.600,Jicamarca,5.632,5.617
172,19,4.200,283.200,-12.000,68.600,Jicamarca,5.639,5.860
266,0,5.400,283.200,-12.000,66.600,Jicamarca,7.117,7.668
266,1,4.700,283.200,-12.000,66.600,Jicamarca,6.869,7.585
266,2,5.300,283.200,-12.000,66.600,Jicamarca,6.800,7.703
266,3,4.900,283.200,-12.000,66.600,Jicamarca,6.795,7.646
266,4,5.500,283.200,-12.000,66.600,Jicamarca,6.519,7.048
266,5,4.900,283.200,-12.000,66.600,Jicamarca,5.887,6.045
266,6,4.300,283.200,-12.000,66.600,Jicamarca,5.177,4.968
266,7,3.900,283.200,-12.000,66.600,Jicamarca,4.484,3.851
266,8,3.000,283.200,-12.000,66.600,Jicamarca,3.571,2.754
266,9,3.100,283.200,-12.000,66.600,Jicamarca,2.602,2.280
266,10,5.200,283.200,-12.000,66.600,Jicamarca,2.445,3.055
266,11,5.925,283.200,-12.000,66.600,Jicamarca,3.650,4.724
266,12,6.225,283.200,-12.000,66.600,Jicamarca,5.507,6.123
266,13,5.900,283.200,-12.000,66.600,Jicamarca,6.753,6.555
266,14,5.800,283.200,-12.000,66.600,Jicamarca,6.988,6.375
266,15,5.702,283.200,-12.000,66.600,Jicamarca,6.804,6.241
266,16,5.850,283.200,-12.000,66.600,Jicamarca,6.747,6.359
266,17,6.500,283.200,-12.000,66.600,Jicamarca,6.818,6.604
266,18,6.225,283.200,-12.000,66.600,Jicamarca,6.903,6.913
266,19,6.150,283.200,-12.000,66.600,Jicamarca,7.070,7.274
266,20,6.100,283.200,-12.000,66.600,Jicamarca,7.334,7.616
356,0,8.500,283.200,-12.000,68.700,Jicamarca,7.765,8.193
356,1,6.700,283.200,-12.000,68.700,Jicamarca,6.906,7.497
356,2,5.400,283.200,-12.000,68.700,Jicamarca,6.017,6.747
356,3,4.700,283.200,-12.000,68.700,Jicamarca,5.276,5.896
356,4,4.700,283.200,-12.000,68.700,Jicamarca,4.525,4.843
356,5,5.600,283.200,-12.000,68.700,Jicamarca,3.754,3.734
356,6,5.200,283.200,-12.000,68.700,Jicamarca,3.182,2.845
356,7,3.600,283.200,-12.000,68.700,Jicamarca,2.728,2.233
356,8,2.800,283.200,-12.000,68.700,Jicamarca,2.074,1.853
356,9,3.500,283.200,-12.000,68.700,Jicamarca,1.517,1.956
356,10,3.450,283.200,-12.000,68.700,Jicamarca,1.964,2.898
356,11,4.000,283.200,-12.000,68.700,Jicamarca,3.684,4.494
356,12,5.350,283.200,-12.000,68.700,Jicamarca,5.722,5.997
356,13,5.925,283.200,-12.000,68.700,Jicamarca,6.994,6.869
356,14,6.713,283.200,-12.000,68.700,Jicamarca,7.394,7.212
356,15,7.000,283.200,-12.000,68.700,Jicamarca,7.419,7.366
356,16,7.425,283.200,-12.000,68.700,Jicamarca,7.337,7.466
356,17,7.200,283.200,-12.000,68.700,Jicamarca,7.223,7.549
